Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0081,0.0099,0.0227
O,0.0010,0.1026,0.1379,0.1039
SHIFT_UP,0.0200,0.0128,0.0123,0.0077
l,1.3297,0.1008,0.1597,0.0951
d,1.9611,0.0983,0.1129,0.0818
 ,1.9671,0.0872,0.1658,0.0887
SHIFT_DOWN,3.2463,0.0103,0.0121,0.0192
M,3.2485,0.1019,0.1977,0.1124
SHIFT_UP,3.2697,0.0091,0.0097,0.0085
a,3.5457,0.0984,0.1912,0.0983
m,3.5574,0.0111,0.0994,0.0107
BACKSPACE,3.5720,0.0190,0.0496,0.0106
j,3.6200,0.0108,0.1026,0.0101
h,4.0230,0.0125,0.1018,0.0104
BACKSPACE,4.0483,0.0193,0.0495,0.0108
o,4.0981,0.0087,0.0996,0.0107
e,4.2701,0.0114,0.1023,0.0080
BACKSPACE,4.2910,0.0206,0.0518,0.0095
r,4.3419,0.0120,0.0986,0.0105
n,4.6586,0.0111,0.0990,0.0104
BACKSPACE,4.6757,0.0202,0.0497,0.0097
 ,4.7274,0.0078,0.1019,0.0083
c,5.7993,0.0986,0.1284,0.1124
z,6.2703,0.0074,0.1015,0.0117
BACKSPACE,6.2904,0.0209,0.0494,0.0094
l,6.3420,0.0100,0.1029,0.0120
e,7.5279,0.0813,0.1464,0.0960
a,8.6183,0.0846,0.1379,0.1182
r,8.6305,0.1009,0.1314,0.1085
o,9.6595,0.0102,0.1001,0.0112
BACKSPACE,9.6732,0.0195,0.0470,0.0122
e,9.7204,0.0097,0.1028,0.0123
m,9.9314,0.0123,0.0990,0.0103
BACKSPACE,9.9520,0.0174,0.0493,0.0129
d,10.0042,0.0129,0.1007,0.0091
y,10.0106,0.0099,0.1024,0.0081
BACKSPACE,10.0267,0.0230,0.0495,0.0103
 ,10.0783,0.0100,0.0983,0.0113
a,10.6773,0.0075,0.0972,0.0122
BACKSPACE,10.7016,0.0181,0.0484,0.0079
h,10.7516,0.0098,0.1018,0.0109
m,10.7631,0.0116,0.1021,0.0072
BACKSPACE,10.7837,0.0227,0.0499,0.0109
i,10.8306,0.0072,0.1000,0.0107
s,11.6216,0.1070,0.1717,0.0918
 ,11.6312,0.1132,0.1871,0.1154
v,12.4166,0.0089,0.0997,0.0077
BACKSPACE,12.4367,0.0207,0.0508,0.0110
t,12.4872,0.0120,0.0971,0.0107
