Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0071,0.0077,0.0200
u,0.0010,0.0111,0.0983,0.0117
BACKSPACE,0.0312,0.0197,0.0474,0.0122
I,0.0794,0.0126,0.0970,0.0102
SHIFT_UP,0.1010,0.0086,0.0100,0.0076
t,0.2656,0.0997,0.1278,0.1203
 ,0.4556,0.0843,0.1689,0.0838
w,0.4650,0.0991,0.1047,0.0984
a,0.7423,0.0956,0.1510,0.0843
s,1.4721,0.1015,0.1703,0.0867
 ,2.0244,0.1153,0.1700,0.0877
a,2.1217,0.1179,0.1202,0.0991
 ,2.8236,0.0829,0.1206,0.1037
b,2.8304,0.1046,0.1491,0.1104
r,2.9750,0.0893,0.1176,0.1105
i,3.0323,0.0992,0.1484,0.0896
g,3.1747,0.0931,0.1082,0.0957
h,3.2273,0.0969,0.1116,0.1127
t,3.4673,0.1040,0.1426,0.1127
 ,3.6484,0.1006,0.1055,0.1180
c,4.1867,0.1048,0.1434,0.1153
o,4.6094,0.1005,0.1683,0.1091
l,4.6229,0.1153,0.1782,0.0896
d,4.6313,0.0988,0.1889,0.0879
 ,4.6438,0.0976,0.1361,0.0903
d,4.6540,0.1081,0.1467,0.0882
a,4.6612,0.0993,0.1859,0.0957
y,4.8952,0.0884,0.1348,0.1036
 ,5.2330,0.1006,0.1890,0.0925
i,5.2389,0.0811,0.1225,0.0899
n,5.8367,0.1052,0.1678,0.1221
 ,6.1171,0.0843,0.1743,0.0922
SHIFT_DOWN,6.2814,0.0103,0.0070,0.0177
A,6.2820,0.0874,0.0931,0.0965
SHIFT_UP,6.2966,0.0099,0.0088,0.0095
p,6.5466,0.1181,0.1948,0.0954
r,6.6122,0.1004,0.1770,0.1024
i,6.8938,0.1107,0.1314,0.0950
l,7.3001,0.0983,0.1324,0.0942
h,7.4856,0.0076,0.0996,0.0114
BACKSPACE,7.4930,0.0229,0.0483,0.0083
",",7.5487,0.0081,0.1010,0.0078
 ,8.0553,0.0870,0.1211,0.1164
a,8.1093,0.1147,0.1448,0.1121
n,8.4594,0.0985,0.1291,0.1000
d,9.0500,0.0869,0.0975,0.0981
 ,9.2458,0.0933,0.1122,0.1022
t,9.6318,0.1096,0.0969,0.0906
h,9.6417,0.1053,0.1103,0.0840
e,9.6573,0.0823,0.1224,0.0806
 ,9.6678,0.1104,0.1315,0.0908
c,9.6790,0.1179,0.1936,0.1026
l,9.9517,0.1093,0.1497,0.1087
o,10.0760,0.0848,0.1976,0.0807
c,10.5852,0.1091,0.1722,0.0908
k,10.6722,0.1075,0.1443,0.1094
s,11.2147,0.0870,0.1847,0.0931
 ,11.5818,0.1047,0.1761,0.0837
w,11.8094,0.1176,0.1630,0.1110
e,11.8520,0.1038,0.1725,0.1024
r,12.1605,0.1185,0.1318,0.0867
e,12.5210,0.1161,0.1695,0.0827
 ,12.5264,0.1080,0.1570,0.0854
g,12.5375,0.0112,0.0995,0.0088
BACKSPACE,12.5611,0.0211,0.0498,0.0106
s,12.6117,0.0081,0.0979,0.0086
t,13.0453,0.0943,0.1983,0.1013
r,13.2412,0.1132,0.1410,0.0884
i,13.2516,0.0985,0.1270,0.0916
k,13.4552,0.0823,0.1751,0.1150
i,13.5498,0.0861,0.1618,0.0849
n,13.5590,0.0930,0.1200,0.0828
g,13.6871,0.0877,0.1018,0.0991
 ,13.8860,0.1121,0.1575,0.0848
t,13.8923,0.0829,0.1341,0.1061
h,14.0499,0.0995,0.1661,0.0996
i,14.4781,0.0959,0.1288,0.1169
r,14.6602,0.1167,0.0956,0.0832
t,14.7043,0.1144,0.1087,0.1035
e,14.7179,0.0838,0.1845,0.1065
e,15.0402,0.1013,0.1945,0.1008
n,15.0533,0.0972,0.1389,0.0834
.,15.1298,0.1186,0.1674,0.0842
 ,15.5528,0.1072,0.1518,0.0902
SHIFT_DOWN,15.7130,0.0073,0.0128,0.0209
W,15.7170,0.1186,0.1524,0.1018
SHIFT_UP,15.7364,0.0084,0.0089,0.0120
i,16.0026,0.0858,0.1458,0.0824
n,16.7645,0.1204,0.1953,0.1077
s,16.7797,0.1011,0.1295,0.1098
