Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0088,0.0086,0.0221
A,0.0027,0.1051,0.1265,0.1176
SHIFT_UP,0.0206,0.0081,0.0129,0.0110
f,0.0097,0.1142,0.1761,0.0961
e,2.1657,0.0793,0.0993,0.1171
r,2.1738,0.1026,0.1163,0.0787
 ,2.1847,0.1118,0.1006,0.0997
SHIFT_DOWN,2.1928,0.0121,0.0101,0.0192
I,2.1975,0.1172,0.1916,0.1149
SHIFT_UP,2.2160,0.0127,0.0103,0.0074
',2.4541,0.1084,0.1299,0.1163
d,2.4668,0.0923,0.1446,0.0805
 ,3.3843,0.0776,0.0976,0.0842
x,4.3685,0.0072,0.0979,0.0114
BACKSPACE,4.3868,0.0218,0.0475,0.0075
s,4.4344,0.0111,0.1007,0.0109
s,4.7437,0.0117,0.0995,0.0117
BACKSPACE,4.7669,0.0217,0.0477,0.0075
o,4.8205,0.0101,0.1001,0.0124
y,4.8284,0.0103,0.1001,0.0119
BACKSPACE,4.8407,0.0213,0.0495,0.0071
a,4.8898,0.0102,0.0998,0.0126
p,5.4178,0.0890,0.1121,0.0898
e,6.3346,0.0958,0.1985,0.1032
d,6.3443,0.1136,0.1872,0.1031
 ,6.3542,0.1101,0.1047,0.1140
BACKSPACE,6.3653,0.0190,0.0509,0.0096
m,7.6420,0.1080,0.1498,0.0808
y,8.0587,0.0903,0.1247,0.1130
s,8.0694,0.1096,0.1838,0.0875
e,8.3745,0.1194,0.1899,0.1092
l,8.3857,0.0941,0.1760,0.0891
p,10.4093,0.0098,0.0977,0.0124
BACKSPACE,10.4244,0.0184,0.0492,0.0123
f,10.4788,0.0121,0.0991,0.0119
 ,11.0440,0.0819,0.0920,0.0950
r,11.0537,0.0121,0.0984,0.0102
BACKSPACE,11.0683,0.0210,0.0502,0.0118
a,11.1194,0.0079,0.0980,0.0103
l,11.9260,0.0930,0.1742,0.1188
l,11.9392,0.1113,0.1623,0.1100
 ,12.0934,0.0973,0.1919,0.0937
q,12.2179,0.0103,0.0990,0.0095
BACKSPACE,12.2284,0.0205,0.0479,0.0106
o,12.2814,0.0113,0.0978,0.0080
v,13.2134,0.0940,0.1581,0.0977
e,13.8948,0.0865,0.1200,0.0919
r,14.2029,0.1144,0.1984,0.0893
 ,14.4693,0.1038,0.1058,0.0873
SHIFT_DOWN,14.4831,0.0107,0.0085,0.0180
I,14.4801,0.1195,0.1856,0.0882
SHIFT_UP,14.5029,0.0092,0.0097,0.0071
 ,14.4911,0.1180,0.1938,0.0973
b,14.5529,0.0130,0.1022,0.0126
BACKSPACE,14.5721,0.0218,0.0489,0.0074
f,14.6186,0.0129,0.1013,0.0129
z,14.6294,0.0081,0.0993,0.0105
BACKSPACE,14.6466,0.0190,0.0492,0.0086
e,14.6974,0.0106,0.1007,0.0085
t,16.8229,0.1041,0.1449,0.1069
h,17.3307,0.0083,0.1009,0.0128
BACKSPACE,17.3530,0.0213,0.0492,0.0074
 ,17.4055,0.0115,0.1017,0.0083
b,18.9282,0.1167,0.1151,0.0934
k,19.1560,0.0078,0.1009,0.0105
BACKSPACE,19.1779,0.0192,0.0502,0.0086
e,19.2287,0.0071,0.0997,0.0095
t,19.2431,0.0861,0.1281,0.1167
x,19.8774,0.0086,0.0983,0.0078
BACKSPACE,19.9003,0.0174,0.0509,0.0083
t,19.9519,0.0099,0.1012,0.0108
e,20.3814,0.1028,0.1356,0.1056
r,21.4094,0.0945,0.1070,0.0928
 ,21.4137,0.0865,0.0941,0.0934
a,21.9266,0.1136,0.1825,0.1022
n,21.9367,0.0945,0.1689,0.0894
d,22.2494,0.0882,0.1875,0.0937
h,22.4906,0.0110,0.0978,0.0088
BACKSPACE,22.5126,0.0199,0.0523,0.0116
 ,22.5614,0.0114,0.0976,0.0102
l,22.5698,0.1069,0.1171,0.0925
a,22.5809,0.0971,0.1047,0.0823
y,22.9907,0.0944,0.0999,0.1121
 ,23.0135,0.1112,0.0936,0.1022
v,23.0247,0.0083,0.0978,0.0130
BACKSPACE,23.0329,0.0205,0.0507,0.0108
d,23.0850,0.0089,0.1015,0.0101
l,23.0913,0.0127,0.0998,0.0090
BACKSPACE,23.1109,0.0202,0.0518,0.0078
o,23.1607,0.0125,0.1003,0.0117
q,23.1707,0.0115,0.0984,0.0128
BACKSPACE,23.1811,0.0179,0.0512,0.0079
w,23.2328,0.0112,0.1017,0.0098
n,23.4561,0.1095,0.1114,0.1148
v,23.5433,0.0118,0.0981,0.0110
BACKSPACE,23.5605,0.0228,0.0471,0.0084
 ,23.6135,0.0072,0.0972,0.0074
i,23.6209,0.1128,0.0961,0.1152
u,23.6286,0.0094,0.1000,0.0085
BACKSPACE,23.6426,0.0218,0.0517,0.0118
