Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0101,0.0090,0.0212
O,0.0010,0.1126,0.1127,0.1072
SHIFT_UP,0.0186,0.0077,0.0117,0.0115
l,0.0076,0.0932,0.1180,0.0946
d,0.3714,0.0928,0.1465,0.0937
 ,0.3856,0.0889,0.1509,0.0960
SHIFT_DOWN,0.3964,0.0117,0.0087,0.0224
M,0.3947,0.0860,0.1459,0.0942
SHIFT_UP,0.4162,0.0094,0.0089,0.0116
a,0.5678,0.0985,0.1146,0.1177
j,0.6842,0.0925,0.1022,0.1105
o,1.2420,0.0872,0.1847,0.1172
r,1.5869,0.1153,0.1329,0.1210
 ,1.5940,0.1077,0.1727,0.1010
c,1.7734,0.0913,0.1128,0.0841
l,1.9448,0.1050,0.1395,0.1081
e,1.9566,0.0800,0.1824,0.1107
a,2.0679,0.0991,0.1299,0.0898
r,2.7907,0.0867,0.1420,0.1076
e,3.4110,0.1074,0.1463,0.0944
d,3.5384,0.0994,0.1965,0.0822
 ,3.8322,0.0937,0.1251,0.0968
h,4.0315,0.0852,0.0893,0.1084
i,4.2467,0.0853,0.1190,0.1103
s,4.2714,0.0976,0.1874,0.1050
 ,4.4670,0.1138,0.1342,0.1038
t,4.6833,0.1014,0.1002,0.0983
h,4.8488,0.1201,0.1355,0.0950
r,5.4293,0.0875,0.1329,0.1139
o,5.8651,0.0820,0.1340,0.1110
a,5.8729,0.1145,0.1252,0.1089
t,6.1077,0.1038,0.1981,0.1143
 ,6.1199,0.1117,0.1094,0.0845
a,6.2181,0.0950,0.1537,0.0926
n,6.7023,0.0813,0.1014,0.0820
d,6.8224,0.0880,0.1728,0.0988
 ,6.8304,0.0929,0.1927,0.1160
b,6.8444,0.1084,0.1832,0.1128
e,7.0050,0.0945,0.1139,0.0999
g,7.2246,0.0962,0.1353,0.0902
a,7.8378,0.1174,0.1792,0.1153
n,7.9907,0.0845,0.1640,0.1013
 ,8.2944,0.0999,0.1234,0.1115
t,8.6747,0.1203,0.1688,0.0832
o,8.9787,0.1176,0.1958,0.1126
 ,8.9941,0.0851,0.1800,0.1026
s,9.4713,0.0861,0.0946,0.1025
i,9.9869,0.1017,0.0938,0.1017
n,10.0005,0.0887,0.1568,0.1195
g,10.0949,0.0870,0.1437,0.1101
.,10.3094,0.0994,0.1749,0.0851
 ,10.9598,0.0994,0.1625,0.1077
SHIFT_DOWN,11.0086,0.0106,0.0116,0.0179
A,11.0089,0.1001,0.1183,0.1125
SHIFT_UP,11.0292,0.0129,0.0087,0.0117
s,11.6083,0.1170,0.1542,0.1122
 ,12.1278,0.0911,0.1476,0.0953
h,13.2076,0.0853,0.1695,0.1203
e,13.7195,0.1037,0.1671,0.0797
 ,14.0029,0.0978,0.1480,0.0836
h,14.3239,0.0834,0.1442,0.0832
a,14.6103,0.1115,0.1327,0.1166
d,14.6198,0.1005,0.1847,0.1062
 ,15.5352,0.1143,0.1101,0.1010
s,15.9169,0.0962,0.1311,0.1088
a,16.0757,0.1009,0.1650,0.1020
i,16.5037,0.0797,0.1183,0.0955
d,16.6266,0.1035,0.1970,0.1017
",",17.1706,0.0874,0.1689,0.0830
 ,17.4866,0.0872,0.1665,0.1126
h,17.7426,0.1152,0.1357,0.1061
i,17.9375,0.1003,0.1794,0.0995
s,18.2936,0.0982,0.1582,0.1097
 ,18.4901,0.0820,0.1947,0.0945
v,18.8535,0.1136,0.1041,0.1072
o,19.3413,0.1075,0.0927,0.0861
i,20.2125,0.0930,0.1020,0.0965
c,20.4146,0.0986,0.1930,0.1049
e,20.8845,0.1201,0.1267,0.0918
 ,20.9560,0.1082,0.1026,0.0945
w,20.9667,0.0862,0.1796,0.1198
n,20.9760,0.0115,0.0989,0.0092
BACKSPACE,20.9916,0.0203,0.0478,0.0078
a,21.0407,0.0096,0.0975,0.0099
s,21.1228,0.1015,0.1683,0.0968
 ,21.4416,0.1118,0.1634,0.1135
h,21.4513,0.0838,0.1221,0.1090
o,21.9569,0.0980,0.1953,0.1103
a,22.1243,0.0923,0.1521,0.1022
r,22.3996,0.0858,0.1090,0.0893
s,22.4865,0.1007,0.1696,0.0824
e,22.9494,0.0962,0.1689,0.0905
",",23.6528,0.1031,0.1737,0.0976
 ,23.8023,0.0928,0.1150,0.1117
b,24.0538,0.1067,0.1485,0.0833
u,24.1219,0.0997,0.1995,0.0913
t,24.6583,0.1051,0.1153,0.0851
 ,24.6790,0.1032,0.1032,0.0841
h,24.9119,0.1054,0.1470,0.1079
e,25.1042,0.1014,0.1769,0.0919
 ,25.3348,0.0876,0.0901,0.0945
s,25.7899,0.0876,0.1373,0.1170
a,26.0290,0.0890,0.1263,0.0922
n,26.1256,0.1086,0.1545,0.1018
g,26.4130,0.1025,0.1696,0.0985
 ,26.6879,0.0814,0.1882,0.1122
g,26.7275,0.0079,0.0984,0.0115
BACKSPACE,26.7432,0.0192,0.0521,0.0116
w,26.7935,0.0114,0.1019,0.0119
e,27.1459,0.0834,0.1920,0.1002
l,27.1569,0.0842,0.1538,0.0820
l,27.7028,0.0856,0.1041,0.1016
 ,27.9758,0.1091,0.1908,0.0909
e,28.2053,0.0821,0.1122,0.0927
n,28.4812,0.0970,0.1629,0.0905
o,28.5212,0.0812,0.1472,0.0823
u,28.7541,0.0891,0.1547,0.0891
g,28.7643,0.1058,0.1180,0.0834
h,29.5978,0.0792,0.1835,0.0837
",",29.6833,0.1070,0.1505,0.1039
 ,29.8462,0.1149,0.1898,0.0865
u,30.3427,0.0096,0.0997,0.0096
BACKSPACE,30.3510,0.0214,0.0519,0.0087
a,30.4064,0.0111,0.0987,0.0115
n,31.2322,0.1093,0.1114,0.1125
d,31.5482,0.1124,0.1263,0.0887
 ,31.5581,0.1170,0.1208,0.1119
i,32.2594,0.1175,0.1553,0.1021
t,32.7645,0.0937,0.1816,0.0851
 ,33.0791,0.1021,0.1930,0.1046
w,33.7736,0.1157,0.1450,0.1068
a,34.0882,0.0862,0.0925,0.0895
s,34.5377,0.1187,0.1296,0.0858
 ,34.7492,0.1172,0.1281,0.1061
a,34.9234,0.0963,0.1275,0.1058
 ,35.3446,0.1041,0.1624,0.0905
s,35.3592,0.1150,0.1011,0.0804
BACKSPACE,35.3690,0.0177,0.0471,0.0091
t,35.3658,0.1038,0.1836,0.0978
i,35.5081,0.0917,0.1663,0.0820
r,36.4101,0.0995,0.1305,0.1089
r,36.4474,0.0913,0.1911,0.0904
i,36.4578,0.1134,0.1747,0.0964
n,37.1532,0.0850,0.1066,0.1014
g,37.2965,0.0954,0.1466,0.1156
 ,37.3104,0.1007,0.1502,0.0924
t,37.6027,0.0908,0.1927,0.1055
u,37.8647,0.1017,0.1362,0.0860
n,37.9054,0.1171,0.1617,0.0835
e,38.0865,0.0916,0.1944,0.0801
",",38.1126,0.0855,0.0892,0.1082
 ,38.5950,0.0914,0.1517,0.0901
s,38.6667,0.0927,0.1126,0.1046
o,38.7122,0.1114,0.1490,0.0867
m,38.7755,0.1043,0.1562,0.1206
e,39.3691,0.0825,0.1514,0.0973
t,39.8410,0.0870,0.1683,0.0801
x,39.9618,0.0077,0.0982,0.0086
BACKSPACE,39.9894,0.0189,0.0517,0.0105
h,40.0391,0.0095,0.1029,0.0092
i,40.4856,0.1152,0.1644,0.0888
n,40.7547,0.0957,0.1594,0.0831
g,41.0605,0.1054,0.0938,0.1123
 ,41.5639,0.1191,0.0957,0.0972
b,41.9458,0.0805,0.1673,0.1152
e,41.9577,0.0894,0.1835,0.1041
t,42.5431,0.0895,0.1009,0.0866
w,42.6343,0.1023,0.1880,0.1197
e,42.8604,0.0914,0.1479,0.0934
e,43.1085,0.0905,0.1049,0.1001
n,43.1187,0.1066,0.1036,0.1183
 ,43.5012,0.0863,0.1350,0.1165
',43.9761,0.0934,0.1615,0.1107
SHIFT_DOWN,44.3992,0.0095,0.0081,0.0194
C,44.4004,0.1180,0.1853,0.1014
BACKSPACE,44.4109,0.0223,0.0472,0.0101
SHIFT_UP,44.4233,0.0089,0.0115,0.0096
l,44.7132,0.1071,0.1216,0.0983
e,45.3014,0.0983,0.1336,0.0946
m,45.4846,0.0846,0.1252,0.1119
e,45.7255,0.1147,0.1459,0.0919
n,45.7724,0.1157,0.1153,0.0860
t,46.0367,0.1104,0.0931,0.0914
i,46.0473,0.1004,0.1178,0.1097
n,46.5735,0.0862,0.1235,0.1064
e,46.7637,0.0888,0.1697,0.1088
',47.3886,0.0831,0.1771,0.1113
 ,47.6125,0.1097,0.1929,0.1155
a,47.8190,0.1068,0.1327,0.0794
n,47.9102,0.1074,0.1165,0.0933
d,48.3654,0.0879,0.1192,0.1132
 ,48.3745,0.1093,0.1499,0.1106
',48.7150,0.1174,0.1477,0.1019
SHIFT_DOWN,48.8563,0.0124,0.0105,0.0181
L,48.8603,0.1010,0.1556,0.0886
SHIFT_UP,48.8813,0.0077,0.0097,0.0101
a,49.0189,0.1165,0.1722,0.1192
 ,49.0321,0.1155,0.1717,0.1103
SHIFT_DOWN,49.1496,0.0099,0.0079,0.0193
C,49.1539,0.1088,0.1752,0.0777
SHIFT_UP,49.1701,0.0089,0.0102,0.0080
u,49.4999,0.0807,0.1314,0.0829
c,49.9372,0.1182,0.1535,0.0844
a,49.9474,0.0841,0.1327,0.1213
r,50.2744,0.0832,0.1767,0.0897
a,50.3427,0.0941,0.1346,0.1150
c,50.4073,0.1131,0.1965,0.0954
h,50.5479,0.1133,0.1529,0.0858
a,50.6024,0.0917,0.1778,0.0881
',51.1701,0.1029,0.1546,0.1108
.,51.6500,0.0910,0.1529,0.1010
r,51.7508,0.0121,0.1026,0.0107
BACKSPACE,51.7748,0.0208,0.0517,0.0079
 ,51.8198,0.0114,0.1022,0.0113
SHIFT_DOWN,51.8416,0.0111,0.0103,0.0208
T,51.8390,0.0940,0.1741,0.0936
SHIFT_UP,51.8584,0.0093,0.0093,0.0099
h,52.0551,0.1182,0.1872,0.0921
e,52.4486,0.0841,0.1879,0.1073
 ,53.0300,0.1170,0.1160,0.1141
w,53.5859,0.0831,0.1444,0.0822
o,53.7823,0.0942,0.1128,0.1116
r,53.9259,0.1119,0.0962,0.1020
f,53.9357,0.0113,0.1015,0.0076
BACKSPACE,53.9628,0.0194,0.0512,0.0103
d,54.0147,0.0077,0.1015,0.0071
s,54.0243,0.0817,0.1687,0.0896
 ,54.2444,0.1024,0.1865,0.0896
r,54.5564,0.0961,0.1800,0.1168
a,54.9972,0.0816,0.1405,0.0877
n,55.1739,0.0972,0.1897,0.0905
:,55.1799,0.0951,0.1469,0.0804
 ,55.7050,0.1155,0.1271,0.0983
 ,56.6863,0.1004,0.2003,0.1193
SHIFT_DOWN,57.2324,0.0088,0.0114,0.0206
m,57.2319,0.0101,0.1003,0.0097
BACKSPACE,57.2440,0.0171,0.0511,0.0098
B,57.2917,0.0106,0.0971,0.0085
SHIFT_UP,57.3165,0.0102,0.0101,0.0092
e,57.5603,0.1085,0.1669,0.1192
a,57.6296,0.1219,0.1313,0.0917
s,57.8628,0.1026,0.1885,0.0902
t,58.1048,0.1202,0.1370,0.1147
s,58.3412,0.0966,0.1370,0.1080
 ,58.8855,0.1172,0.1445,0.1076
t,59.0419,0.0090,0.1015,0.0104
BACKSPACE,59.0639,0.0220,0.0470,0.0072
o,59.1141,0.0111,0.0998,0.0109
f,59.6816,0.0906,0.1185,0.1014
 ,60.1619,0.0862,0.1372,0.1107
SHIFT_DOWN,60.4997,0.0115,0.0095,0.0192
E,60.5016,0.1200,0.1338,0.1051
SHIFT_UP,60.5183,0.0090,0.0088,0.0095
n,60.5085,0.1192,0.1990,0.1050
g,60.5186,0.0834,0.1751,0.0858
l,60.9551,0.1148,0.1706,0.1165
a,60.9643,0.1005,0.1524,0.0970
n,60.9741,0.0941,0.1125,0.0861
d,61.0507,0.0995,0.1200,0.1012
",",61.2825,0.1183,0.1336,0.0859
 ,61.4685,0.0980,0.1912,0.1116
b,61.8434,0.1108,0.0959,0.0917
e,62.2533,0.1037,0.1720,0.0841
a,63.1401,0.0946,0.1166,0.1153
s,63.2728,0.0848,0.0957,0.0878
t,63.5616,0.0860,0.1779,0.0862
s,63.6758,0.1167,0.1343,0.1044
 ,64.1451,0.0829,0.1428,0.0949
o,64.2544,0.0950,0.1012,0.0832
f,64.8270,0.0964,0.1549,0.1066
o,65.1067,0.0083,0.1008,0.0115
BACKSPACE,65.1324,0.0224,0.0517,0.0121
 ,65.1825,0.0076,0.0970,0.0074
SHIFT_DOWN,65.7001,0.0123,0.0101,0.0185
I,65.6959,0.0949,0.1659,0.0847
SHIFT_UP,65.7195,0.0121,0.0089,0.0106
r,65.9384,0.0934,0.1520,0.1019
e,66.2562,0.0965,0.1193,0.1054
l,66.4294,0.1061,0.1894,0.0950
a,66.4410,0.1043,0.0989,0.0866
n,66.5326,0.0819,0.1836,0.1022
d,66.6204,0.1107,0.1274,0.0887
",",67.1770,0.0812,0.1899,0.0897
 ,67.7826,0.0865,0.0941,0.0890
SHIFT_DOWN,68.1050,0.0071,0.0105,0.0180
B,68.1019,0.0922,0.1230,0.0957
SHIFT_UP,68.1220,0.0128,0.0099,0.0128
e,68.1134,0.0796,0.1653,0.0826
a,68.1245,0.1148,0.1757,0.1100
s,68.6602,0.1054,0.0993,0.1138
g,69.0720,0.0086,0.1030,0.0116
BACKSPACE,69.0868,0.0195,0.0480,0.0118
t,69.1388,0.0116,0.1023,0.0117
s,69.3311,0.0945,0.1404,0.0925
 ,69.3375,0.0981,0.1597,0.1037
o,69.4258,0.1031,0.1424,0.0968
f,69.5999,0.0873,0.1485,0.1053
 ,69.8825,0.1173,0.1014,0.1012
e,70.1541,0.1184,0.1491,0.0985
v,70.1644,0.0929,0.1583,0.1122
e,70.1690,0.1145,0.1449,0.0960
c,70.7475,0.0087,0.1015,0.0120
BACKSPACE,70.7613,0.0206,0.0510,0.0092
r,70.8107,0.0126,0.1015,0.0096
y,70.9467,0.0833,0.1205,0.0853
 ,71.3907,0.0898,0.1749,0.0871
l,71.4023,0.1065,0.1841,0.0875
a,72.1385,0.0941,0.1645,0.0975
n,72.1498,0.0808,0.1959,0.1185
d,72.3523,0.0897,0.1295,0.0822
 ,72.5415,0.1204,0.1567,0.1175
a,72.7465,0.1025,0.1594,0.0958
n,72.7522,0.1015,0.1602,0.0817
d,73.1213,0.0916,0.1171,0.0928
 ,73.8576,0.1018,0.1091,0.1080
c,73.9729,0.0961,0.1038,0.0871
l,74.1183,0.0887,0.1099,0.0996
i,74.4899,0.1049,0.1622,0.0987
m,74.6447,0.0994,0.1448,0.1039
e,74.6530,0.1134,0.1961,0.0835
",",74.8912,0.1002,0.1294,0.0934
 ,75.1148,0.0952,0.1161,0.1135
BACKSPACE,75.1274,0.0177,0.0503,0.0122
SHIFT_DOWN,75.1595,0.0104,0.0101,0.0186
H,75.1610,0.1126,0.1222,0.0835
SHIFT_UP,75.1819,0.0098,0.0109,0.0120
e,75.1701,0.1186,0.1877,0.0940
a,75.3953,0.1110,0.1981,0.1048
r,75.7700,0.1121,0.1363,0.0882
k,75.8234,0.1127,0.1220,0.1189
e,75.9416,0.1122,0.1624,0.0931
n,76.5505,0.0856,0.1738,0.0904
 ,77.0218,0.1120,0.1782,0.1167
t,77.2598,0.0983,0.1074,0.0964
o,77.2648,0.0910,0.1686,0.1035
 ,77.4373,0.1202,0.1774,0.1032
m,77.4469,0.0805,0.1551,0.0906
y,77.8149,0.1179,0.1919,0.1035
 ,77.8234,0.1181,0.1434,0.1131
j,77.8998,0.1025,0.1687,0.1163
o,77.9068,0.0995,0.1163,0.0967
y,78.0465,0.0917,0.1499,0.0868
f,78.4999,0.0976,0.1395,0.0818
u,78.6201,0.1035,0.1353,0.1124
l,79.0600,0.0992,0.0976,0.0971
 ,79.4544,0.1004,0.1527,0.1204
t,80.1332,0.1080,0.1907,0.0972
i,80.1439,0.0905,0.1794,0.0877
d,80.2765,0.0838,0.1026,0.0839
i,80.9027,0.1155,0.1968,0.1090
n,81.2694,0.0918,0.1681,0.1074
g,81.5371,0.0890,0.0916,0.0904
s,81.6698,0.1066,0.1611,0.0937
n,81.7173,0.0105,0.0989,0.0110
BACKSPACE,81.7439,0.0171,0.0477,0.0110
 ,81.7949,0.0110,0.0976,0.0125
SHIFT_DOWN,81.8083,0.0111,0.0114,0.0226
O,81.8051,0.0978,0.1086,0.1066
SHIFT_UP,81.8253,0.0103,0.0111,0.0086
f,81.8176,0.1079,0.1890,0.1130
 ,81.8291,0.1121,0.1926,0.0983
t,82.0953,0.1190,0.1217,0.0957
h,82.1019,0.1056,0.1479,0.0909
e,82.1142,0.1104,0.1754,0.0902
 ,82.3126,0.1115,0.1592,0.1175
g,82.3935,0.0927,0.1543,0.0921
o,82.5909,0.1095,0.1958,0.1043
