Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0020,0.0086,0.0123,0.0207
A,0.0010,0.1059,0.1901,0.0894
SHIFT_UP,0.0222,0.0109,0.0100,0.0082
f,0.1411,0.1133,0.1960,0.0922
t,0.1526,0.0898,0.1267,0.0910
e,0.1612,0.0879,0.1617,0.1189
r,0.3688,0.0863,0.0962,0.1192
 ,0.7435,0.1126,0.1628,0.0954
SHIFT_DOWN,1.2716,0.0127,0.0096,0.0228
I,1.2718,0.0887,0.1362,0.1014
SHIFT_UP,1.2940,0.0079,0.0094,0.0092
',1.5259,0.0987,0.1022,0.0989
d,1.8901,0.1039,0.1134,0.1119
 ,1.9715,0.1110,0.1001,0.0949
s,2.4390,0.0882,0.1633,0.0840
o,2.4515,0.1174,0.0973,0.1018
BACKSPACE,2.4597,0.0218,0.0472,0.0110
a,2.4879,0.1132,0.1754,0.1017
p,2.5264,0.0912,0.1312,0.0876
e,2.5365,0.1150,0.1740,0.1151
d,2.9734,0.1160,0.1684,0.1100
 ,3.3387,0.0932,0.1864,0.1078
m,3.8134,0.0939,0.1499,0.0790
y,3.9497,0.1127,0.1560,0.0911
s,3.9816,0.1065,0.1955,0.1011
e,4.3546,0.1110,0.1368,0.0853
l,4.3677,0.0967,0.1886,0.0875
f,4.3738,0.0922,0.1217,0.0823
 ,4.8894,0.0908,0.1813,0.0815
a,5.1717,0.0917,0.1950,0.1011
l,5.1812,0.1090,0.1038,0.0900
l,5.1878,0.1218,0.1279,0.0927
 ,5.5506,0.0996,0.1459,0.0952
BACKSPACE,5.5598,0.0205,0.0505,0.0095
o,6.1224,0.1197,0.1885,0.0885
v,6.1452,0.1161,0.1024,0.1027
e,6.1562,0.0953,0.1292,0.1098
r,6.3852,0.0839,0.1980,0.1009
 ,7.1365,0.0958,0.1573,0.1028
SHIFT_DOWN,7.2502,0.0099,0.0084,0.0186
I,7.2503,0.1022,0.0922,0.1085
SHIFT_UP,7.2652,0.0074,0.0071,0.0094
 ,7.5334,0.1030,0.1845,0.1103
o,7.9623,0.0084,0.0980,0.0100
BACKSPACE,7.9766,0.0202,0.0473,0.0112
f,8.0271,0.0095,0.1007,0.0082
e,8.0597,0.0833,0.1079,0.1193
l,8.0658,0.1140,0.1887,0.1037
t,8.2204,0.1008,0.1446,0.0836
 ,8.5479,0.0798,0.1781,0.1059
b,8.6848,0.0838,0.0892,0.1058
e,8.8595,0.0945,0.1872,0.0995
t,8.8712,0.1160,0.1097,0.0829
t,8.8800,0.0942,0.1561,0.0962
e,9.0104,0.1132,0.1173,0.0855
r,9.0636,0.0997,0.0972,0.1055
 ,9.4557,0.0937,0.2007,0.1044
a,9.8889,0.1003,0.1302,0.0912
n,10.0470,0.0910,0.1873,0.1068
d,10.2386,0.0941,0.0910,0.1187
 ,10.7187,0.1039,0.1917,0.0826
l,10.8187,0.1114,0.1888,0.1145
a,10.8368,0.1149,0.1834,0.1087
y,10.8466,0.0880,0.1177,0.1124
 ,10.8559,0.1013,0.1664,0.0933
d,11.3586,0.0806,0.1069,0.0874
o,11.3649,0.1218,0.1139,0.0913
w,11.6004,0.0816,0.1416,0.1163
n,12.0773,0.0859,0.1694,0.0824
 ,12.2439,0.1210,0.1599,0.1182
i,12.2940,0.1127,0.1019,0.0908
n,12.6998,0.0833,0.1681,0.1187
 ,12.7699,0.1032,0.1247,0.0999
t,13.1737,0.0930,0.1149,0.1184
h,13.4681,0.0946,0.1920,0.1154
e,13.9097,0.0976,0.1313,0.1007
 ,13.9147,0.1111,0.1005,0.1067
b,14.1096,0.0927,0.1263,0.1163
a,14.2399,0.0927,0.1691,0.1044
t,14.2511,0.0912,0.1619,0.0824
h,14.9654,0.0983,0.1517,0.0966
 ,15.2664,0.0782,0.1809,0.1071
t,15.2744,0.1063,0.1669,0.1189
o,15.2868,0.0977,0.1770,0.0890
 ,15.6555,0.1091,0.1358,0.0946
t,15.8576,0.1203,0.1752,0.1004
h,16.0429,0.1097,0.1199,0.0979
i,16.2938,0.1132,0.1146,0.0825
n,16.4636,0.0836,0.1092,0.1076
k,16.8336,0.1022,0.1573,0.0987
 ,16.8407,0.0936,0.1823,0.1086
a,16.8529,0.1116,0.1847,0.1054
b,16.9034,0.0923,0.0902,0.0827
o,16.9138,0.1023,0.1793,0.0932
u,17.3476,0.1190,0.1635,0.0878
t,17.3569,0.1075,0.1497,0.0813
 ,17.8157,0.1003,0.1070,0.1168
m,18.2315,0.1086,0.1243,0.1069
y,18.6657,0.0961,0.1666,0.0860
 ,19.0408,0.1106,0.1060,0.1133
s,19.3518,0.0809,0.1415,0.0891
e,19.6593,0.0814,0.1045,0.0932
v,19.7509,0.0806,0.0939,0.0999
e,19.8493,0.0933,0.0930,0.0954
n,20.1936,0.1191,0.1926,0.0913
t,20.2063,0.1138,0.1007,0.0975
e,20.2179,0.0898,0.1219,0.0896
e,20.2907,0.1048,0.1848,0.1187
p,20.4543,0.0101,0.0972,0.0079
BACKSPACE,20.4738,0.0176,0.0519,0.0123
n,20.5266,0.0104,0.1013,0.0125
 ,20.7331,0.0975,0.1480,0.0900
v,20.7486,0.0119,0.0971,0.0098
BACKSPACE,20.7713,0.0214,0.0506,0.0123
q,20.8218,0.0122,0.1029,0.0123
u,21.4128,0.1163,0.1083,0.0950
i,21.4234,0.0993,0.1075,0.1147
d,21.6882,0.0873,0.0988,0.0849
 ,21.7085,0.1080,0.1585,0.1143
a,22.1315,0.1060,0.1985,0.0858
n,22.6757,0.1105,0.1538,0.1006
d,22.6866,0.0955,0.1087,0.0965
 ,23.0357,0.0972,0.1873,0.0931
w,23.3045,0.0827,0.1198,0.1049
h,23.3829,0.1036,0.1811,0.1168
a,23.4337,0.0983,0.1323,0.1036
q,23.5672,0.0077,0.1026,0.0114
BACKSPACE,23.5887,0.0187,0.0527,0.0105
t,23.6407,0.0084,0.0982,0.0080
 ,23.7400,0.1154,0.1400,0.0799
t,23.7494,0.1001,0.0985,0.1080
o,23.7601,0.1164,0.1122,0.0939
 ,24.2400,0.1046,0.1322,0.0854
s,24.2517,0.1089,0.1228,0.0813
p,24.2582,0.1157,0.1772,0.0890
e,24.4334,0.0989,0.0953,0.0827
n,24.4431,0.0911,0.1678,0.0986
BACKSPACE,24.4557,0.0227,0.0504,0.0099
d,24.4569,0.1150,0.1945,0.1178
 ,24.6824,0.0952,0.1026,0.1170
i,25.0595,0.0813,0.1126,0.1001
t,25.2375,0.0916,0.1342,0.0937
 ,25.3644,0.1038,0.1734,0.0886
o,25.6671,0.1046,0.1835,0.1032
n,25.6875,0.0940,0.1101,0.1121
.,25.6937,0.1051,0.1684,0.1000
 ,26.1922,0.0967,0.1845,0.1038
BACKSPACE,26.2035,0.0207,0.0493,0.0078
SHIFT_DOWN,26.3266,0.0126,0.0072,0.0170
T,26.3268,0.1109,0.1249,0.1033
SHIFT_UP,26.3493,0.0111,0.0116,0.0110
h,26.3381,0.0938,0.0957,0.0988
e,26.3513,0.1066,0.1543,0.1122
 ,26.7915,0.0877,0.1977,0.0847
a,26.9287,0.1122,0.1909,0.0971
l,26.9780,0.1136,0.1205,0.1115
t,26.9869,0.1026,0.1626,0.0855
e,27.0013,0.1053,0.1536,0.1043
r,27.0349,0.0970,0.1645,0.0773
n,27.0439,0.1033,0.1339,0.1133
a,27.5384,0.0855,0.1152,0.1109
t,27.6450,0.1114,0.1962,0.0812
i,27.6900,0.0866,0.1394,0.1076
v,27.7009,0.0954,0.0941,0.0974
e,27.7129,0.0886,0.1602,0.1129
s,28.0685,0.1101,0.1964,0.0860
",",28.3821,0.0983,0.1906,0.0816
 ,28.3870,0.0789,0.1764,0.0966
i,28.8125,0.0876,0.0912,0.0988
t,28.9650,0.1083,0.1323,0.0849
 ,28.9770,0.1066,0.1574,0.0981
h,29.2203,0.0082,0.0981,0.0071
BACKSPACE,29.2480,0.0218,0.0515,0.0114
s,29.2949,0.0113,0.0975,0.0127
e,29.4062,0.0875,0.1614,0.1079
e,29.9317,0.0882,0.1272,0.0983
m,29.9372,0.0852,0.1712,0.0803
e,29.9527,0.1203,0.0963,0.0890
d,30.4258,0.0944,0.1379,0.0906
 ,30.4389,0.1048,0.1789,0.0951
t,30.5345,0.0876,0.1402,0.1020
o,30.5491,0.1039,0.1926,0.0952
 ,30.8077,0.1178,0.1263,0.1140
m,31.2805,0.1101,0.1036,0.1008
o,31.5469,0.0102,0.1022,0.0086
BACKSPACE,31.5755,0.0171,0.0500,0.0111
e,31.6242,0.0089,0.1021,0.0105
",",32.0451,0.0781,0.1985,0.1209
 ,32.5150,0.0889,0.1581,0.1095
w,32.7060,0.0878,0.1915,0.0958
e,32.7160,0.1177,0.1468,0.1098
r,32.8873,0.1163,0.1514,0.1102
e,33.0285,0.0968,0.1290,0.1050
 ,33.6420,0.0947,0.1109,0.0927
e,33.7688,0.1205,0.1641,0.0832
i,34.0137,0.1015,0.1109,0.0989
BACKSPACE,34.0205,0.0189,0.0519,0.0095
t,34.3347,0.1008,0.1212,0.1152
h,34.3459,0.1216,0.1533,0.1014
e,34.8200,0.0881,0.1358,0.1171
r,34.8348,0.0915,0.0972,0.0902
 ,35.1996,0.0826,0.1109,0.0821
a,35.2090,0.1110,0.1211,0.1079
 ,35.7086,0.0809,0.0958,0.0948
w,36.0952,0.0810,0.1156,0.1177
e,36.5132,0.0966,0.1826,0.0978
e,36.5358,0.1152,0.1291,0.0971
k,36.5438,0.1096,0.1677,0.1225
-,36.7509,0.1160,0.1631,0.1174
e,36.7618,0.1123,0.1402,0.0899
n,36.8784,0.0834,0.1133,0.1088
d,36.9023,0.0956,0.1679,0.0958
 ,36.9138,0.0883,0.1440,0.0872
w,37.1316,0.1158,0.1072,0.1198
i,37.2913,0.0879,0.1651,0.1192
t,37.6203,0.0990,0.1133,0.1092
h,37.6255,0.1164,0.1755,0.0870
 ,38.0770,0.0807,0.1579,0.1171
a,38.5438,0.1180,0.1475,0.1008
 ,38.7483,0.0917,0.1634,0.1113
w,39.0853,0.1041,0.1706,0.0991
o,39.0945,0.0847,0.1600,0.0796
m,39.1047,0.1170,0.1610,0.0941
a,39.5451,0.0838,0.1118,0.1058
n,39.7579,0.0855,0.1591,0.1055
 ,40.1722,0.0923,0.1391,0.0883
o,40.1816,0.0946,0.1230,0.0868
r,40.3004,0.1106,0.1649,0.0793
 ,40.4485,0.1032,0.1846,0.0878
d,40.7315,0.0996,0.1453,0.1058
r,41.0582,0.1101,0.1157,0.0964
i,41.1589,0.1204,0.1850,0.0932
b,41.5876,0.0962,0.1405,0.0937
b,41.5999,0.1033,0.1081,0.1046
l,41.6107,0.0862,0.1953,0.1108
i,41.6214,0.1010,0.1322,0.1012
n,41.9127,0.0832,0.1905,0.0911
g,42.3372,0.1109,0.1511,0.1108
 ,42.4213,0.0816,0.1281,0.1024
i,43.1280,0.0912,0.1944,0.0944
t,43.7069,0.1185,0.1450,0.0860
 ,43.7190,0.0868,0.1549,0.1223
q,43.9612,0.0885,0.1613,0.0980
u,44.4452,0.0981,0.1177,0.0992
i,44.4811,0.0980,0.1953,0.0992
e,44.8533,0.0871,0.1529,0.1094
t,44.9183,0.0897,0.1424,0.0962
l,45.1166,0.0852,0.1796,0.1197
y,45.6660,0.0891,0.1492,0.0972
 ,45.6767,0.0851,0.0901,0.1107
a,45.6914,0.1144,0.1620,0.0887
w,45.8416,0.1072,0.1362,0.0997
a,45.8534,0.1152,0.1997,0.1127
y,45.8634,0.0866,0.1567,0.1117
 ,45.8862,0.0938,0.1170,0.1054
o,46.2535,0.1109,0.1815,0.0809
n,46.6100,0.0903,0.1419,0.1107
 ,46.9249,0.1159,0.1656,0.0831
o,46.9502,0.0957,0.1952,0.0925
d,46.9572,0.1078,0.1362,0.1154
d,46.9694,0.1144,0.1861,0.0869
s,47.3109,0.1027,0.1814,0.1180
 ,47.7788,0.1040,0.0957,0.1152
a,47.7906,0.1170,0.1183,0.1088
n,47.9049,0.1106,0.1390,0.1211
d,48.0923,0.1109,0.1967,0.0827
 ,48.1038,0.1053,0.1612,0.0894
e,48.1448,0.0820,0.1902,0.0945
n,48.1561,0.1077,0.1269,0.0796
d,48.4980,0.0863,0.1306,0.1175
s,48.5121,0.1076,0.1144,0.1157
 ,48.7880,0.0891,0.0999,0.0972
s,48.7931,0.1157,0.1170,0.0840
u,48.9717,0.1201,0.1456,0.1124
c,49.5512,0.1029,0.1810,0.0883
