Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0099,0.0075,0.0194
A,0.0018,0.1158,0.1488,0.1098
SHIFT_UP,0.0224,0.0079,0.0084,0.0110
f,0.3739,0.0953,0.1009,0.1136
t,1.0162,0.1216,0.1389,0.1021
e,1.0253,0.0986,0.1720,0.0977
r,1.1838,0.1115,0.1116,0.0865
v,1.1959,0.0129,0.0981,0.0130
BACKSPACE,1.2128,0.0184,0.0526,0.0121
 ,1.2661,0.0127,0.0978,0.0121
SHIFT_DOWN,1.6463,0.0126,0.0097,0.0214
I,1.6464,0.0984,0.1398,0.0808
SHIFT_UP,1.6662,0.0107,0.0096,0.0095
b,2.4110,0.0124,0.0977,0.0114
BACKSPACE,2.4378,0.0212,0.0475,0.0097
',2.4858,0.0090,0.1016,0.0120
 ,3.3943,0.1146,0.1014,0.0948
s,3.4071,0.1132,0.0936,0.0791
o,3.5917,0.1119,0.1680,0.0952
a,3.8243,0.1020,0.1725,0.1180
p,3.8357,0.1134,0.1622,0.0933
e,3.8440,0.0872,0.1555,0.1089
d,3.8581,0.0823,0.1427,0.1072
l,4.6074,0.0116,0.1027,0.0078
BACKSPACE,4.6325,0.0205,0.0518,0.0086
 ,4.6820,0.0124,0.0995,0.0085
v,4.7593,0.0078,0.0985,0.0124
BACKSPACE,4.7874,0.0227,0.0522,0.0091
m,4.8373,0.0111,0.0978,0.0078
y,4.8472,0.1154,0.1411,0.1095
s,5.1280,0.0880,0.1145,0.0878
o,5.8906,0.0074,0.0974,0.0090
BACKSPACE,5.9091,0.0212,0.0512,0.0083
e,5.9559,0.0090,0.1029,0.0110
l,6.5500,0.1166,0.1674,0.1175
f,7.0574,0.0912,0.1611,0.1064
k,7.0627,0.0107,0.1029,0.0078
BACKSPACE,7.0874,0.0208,0.0484,0.0095
 ,7.1375,0.0097,0.0971,0.0125
q,7.3873,0.0071,0.0982,0.0105
BACKSPACE,7.4048,0.0194,0.0520,0.0088
a,7.4529,0.0108,0.0978,0.0125
h,7.4603,0.0119,0.1009,0.0117
BACKSPACE,7.4923,0.0226,0.0485,0.0084
l,7.5397,0.0098,0.0998,0.0103
e,7.9741,0.0124,0.1018,0.0078
BACKSPACE,7.9931,0.0229,0.0512,0.0110
l,8.0427,0.0075,0.0989,0.0070
 ,8.6593,0.0834,0.1620,0.0970
o,8.8087,0.0834,0.1073,0.1164
v,9.3058,0.1065,0.1736,0.0863
e,9.3147,0.1038,0.1626,0.0834
r,10.1065,0.1152,0.1968,0.0983
 ,10.7149,0.1014,0.0928,0.0800
SHIFT_DOWN,10.7303,0.0094,0.0106,0.0205
I,10.7260,0.1034,0.1910,0.0971
SHIFT_UP,10.7501,0.0104,0.0071,0.0089
 ,10.7394,0.0920,0.1334,0.1064
f,11.1900,0.1199,0.1646,0.0919
