Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0014,0.0127,0.0089,0.0229
A,0.0022,0.1175,0.1218,0.1108
SHIFT_UP,0.0216,0.0078,0.0087,0.0122
f,0.2140,0.0984,0.1154,0.1168
t,0.4436,0.0930,0.1084,0.1147
e,0.6998,0.1115,0.0934,0.1162
r,0.9994,0.0872,0.1043,0.0821
 ,1.2625,0.1094,0.1377,0.1031
SHIFT_DOWN,1.6660,0.0083,0.0103,0.0201
I,1.6646,0.0918,0.1134,0.1139
SHIFT_UP,1.6860,0.0078,0.0124,0.0085
',1.9435,0.0813,0.1400,0.1116
d,2.2465,0.0973,0.1716,0.1199
 ,2.6174,0.1045,0.1536,0.1024
s,3.0949,0.1180,0.1522,0.1047
o,3.5762,0.1140,0.1104,0.0844
a,3.8528,0.1145,0.1671,0.0861
p,4.3108,0.1209,0.1248,0.1009
e,4.5394,0.0998,0.1637,0.0939
d,5.0634,0.0843,0.1368,0.0829
 ,5.1777,0.0982,0.1533,0.1082
m,5.8888,0.1045,0.0925,0.1092
y,6.2648,0.0878,0.1466,0.1165
s,6.7749,0.1173,0.0973,0.0906
e,7.1001,0.1052,0.1142,0.1144
l,7.1091,0.0858,0.1552,0.1006
f,7.1157,0.1128,0.0970,0.1121
 ,7.1264,0.1044,0.1282,0.0970
a,7.9185,0.1077,0.1529,0.1023
l,8.5192,0.1051,0.1117,0.1132
l,9.0524,0.0943,0.1533,0.0860
 ,9.5590,0.0918,0.1009,0.0799
o,9.5666,0.0964,0.1440,0.0901
v,9.8242,0.0995,0.0943,0.1009
e,10.1605,0.0925,0.1161,0.0985
r,10.6076,0.1134,0.1760,0.1050
 ,10.7528,0.0995,0.1397,0.1057
SHIFT_DOWN,11.4601,0.0104,0.0076,0.0186
I,11.4633,0.0963,0.1672,0.0963
SHIFT_UP,11.4846,0.0082,0.0094,0.0103
 ,11.7166,0.1070,0.1911,0.0889
f,11.9927,0.0781,0.1778,0.1044
e,12.2058,0.1200,0.1367,0.0817
l,12.5617,0.0951,0.1045,0.1113
t,12.6263,0.0965,0.1320,0.1136
 ,12.6567,0.0841,0.1368,0.1119
b,13.2704,0.1102,0.1572,0.0855
g,13.8043,0.0119,0.1000,0.0097
BACKSPACE,13.8216,0.0202,0.0478,0.0116
e,13.8729,0.0079,0.1018,0.0107
t,14.3477,0.0821,0.1025,0.0966
t,14.3599,0.0866,0.1265,0.0813
e,14.7396,0.0902,0.1959,0.1012
r,15.0038,0.1166,0.1762,0.1026
 ,15.2984,0.0890,0.1234,0.0846
a,15.4409,0.1017,0.1398,0.0884
n,15.4485,0.0936,0.1304,0.1153
d,15.8106,0.1075,0.1294,0.0927
 ,16.2218,0.0906,0.1871,0.1192
l,16.6877,0.1167,0.1895,0.0954
a,16.6988,0.0935,0.1051,0.0904
BACKSPACE,16.7078,0.0210,0.0493,0.0084
