Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0022,0.0099,0.0088,0.0186
I,0.0010,0.1150,0.1144,0.1095
SHIFT_UP,0.0196,0.0085,0.0091,0.0096
t,0.5486,0.1046,0.1807,0.0989
 ,0.6748,0.0951,0.1608,0.1144
w,1.1540,0.1173,0.1351,0.0907
a,1.7161,0.0901,0.1642,0.1073
s,2.1066,0.0891,0.1369,0.0928
 ,2.7701,0.0891,0.1175,0.0971
a,3.3624,0.1182,0.1318,0.0874
 ,3.6389,0.1077,0.1288,0.0870
b,4.1835,0.0835,0.1778,0.0939
r,4.6328,0.1151,0.1886,0.1119
i,5.0991,0.0889,0.1610,0.0843
g,5.4589,0.1122,0.1333,0.0895
h,5.6894,0.0947,0.1792,0.1014
t,5.7012,0.1139,0.1841,0.0830
 ,5.8732,0.1180,0.1713,0.1117
j,6.5965,0.0089,0.0984,0.0124
BACKSPACE,6.6225,0.0215,0.0485,0.0111
c,6.6724,0.0113,0.1003,0.0112
o,6.8998,0.1134,0.1696,0.0793
i,7.8329,0.0073,0.1017,0.0107
BACKSPACE,7.8497,0.0192,0.0507,0.0118
l,7.8979,0.0102,0.0994,0.0075
d,7.9110,0.0901,0.0990,0.1068
BACKSPACE,7.9171,0.0214,0.0528,0.0112
 ,7.9211,0.0914,0.1902,0.0989
d,7.9290,0.0845,0.1691,0.1046
a,8.3186,0.0972,0.1246,0.0919
y,8.5057,0.0851,0.1235,0.0955
 ,8.5916,0.0862,0.1157,0.1080
j,9.2292,0.0100,0.0986,0.0116
BACKSPACE,9.2437,0.0209,0.0497,0.0114
i,9.2985,0.0109,0.1011,0.0110
n,9.8952,0.0873,0.1825,0.1140
 ,10.1578,0.1093,0.1306,0.1066
SHIFT_DOWN,10.4143,0.0101,0.0118,0.0211
A,10.4123,0.0935,0.1170,0.1143
SHIFT_UP,10.4376,0.0095,0.0082,0.0092
p,10.9449,0.1093,0.1987,0.1034
r,11.0919,0.1044,0.1662,0.1159
i,12.2038,0.0951,0.1539,0.0950
l,12.2185,0.0869,0.1169,0.1115
",",12.7493,0.1041,0.1419,0.1120
 ,12.9964,0.1015,0.1408,0.1080
a,13.4101,0.1128,0.1855,0.1174
n,13.5125,0.0923,0.1097,0.0859
d,13.8990,0.1004,0.1511,0.0986
 ,14.6594,0.1163,0.1547,0.0897
t,14.7798,0.1160,0.1486,0.1008
t,15.2835,0.0126,0.1023,0.0118
BACKSPACE,15.2985,0.0197,0.0484,0.0100
h,15.3534,0.0108,0.0971,0.0080
e,15.6946,0.1153,0.1313,0.0991
 ,15.8889,0.1037,0.1621,0.0921
c,15.8988,0.1141,0.1318,0.1197
l,16.7166,0.1146,0.1362,0.1206
o,17.2959,0.0956,0.0989,0.0873
c,17.5335,0.0877,0.0932,0.1043
k,18.2858,0.0883,0.1320,0.1071
s,18.6647,0.1042,0.1790,0.1006
 ,18.7562,0.0852,0.1010,0.0873
w,18.8309,0.0941,0.1696,0.0916
e,19.2350,0.1104,0.1279,0.0887
r,19.7423,0.1007,0.1903,0.1182
e,20.1848,0.1006,0.1087,0.0922
 ,20.3749,0.0943,0.1626,0.1180
s,20.8396,0.0974,0.1309,0.0925
t,21.3201,0.0986,0.0946,0.1208
r,22.2046,0.1184,0.1287,0.0838
i,22.7195,0.0945,0.1512,0.1002
k,23.3840,0.1047,0.1524,0.0832
i,23.9368,0.1174,0.1908,0.0802
n,24.1970,0.1130,0.0921,0.1175
g,24.8024,0.0810,0.1006,0.0953
 ,25.3174,0.0863,0.0963,0.0842
t,25.8819,0.1092,0.1597,0.1213
h,26.3626,0.0952,0.1593,0.1183
i,26.6758,0.0803,0.1935,0.0861
r,27.0161,0.1004,0.0963,0.1124
t,27.5774,0.1036,0.1635,0.0910
e,27.7670,0.1044,0.1870,0.0901
e,28.0444,0.0989,0.1861,0.1091
n,28.4524,0.0903,0.1131,0.1068
.,28.7583,0.0878,0.1255,0.1123
 ,29.3367,0.0829,0.1488,0.0986
SHIFT_DOWN,30.0285,0.0125,0.0079,0.0186
W,30.0325,0.0862,0.1216,0.1130
SHIFT_UP,30.0513,0.0105,0.0127,0.0106
i,30.0384,0.0922,0.1560,0.0919
n,30.5386,0.1177,0.0929,0.1031
s,31.1905,0.1043,0.1953,0.1114
t,31.4086,0.1034,0.1154,0.1181
o,31.5249,0.1177,0.1272,0.1066
n,31.5521,0.0901,0.1727,0.0932
 ,32.0859,0.1155,0.1011,0.0994
SHIFT_DOWN,32.4774,0.0075,0.0109,0.0206
S,32.4784,0.1001,0.0905,0.0804
SHIFT_UP,32.4966,0.0082,0.0100,0.0079
m,32.9108,0.1056,0.1216,0.0829
i,33.5227,0.0833,0.1947,0.1022
t,33.8698,0.1173,0.1891,0.1171
h,33.8811,0.0944,0.1020,0.1042
",",34.2359,0.0956,0.1548,0.1112
 ,34.8202,0.1006,0.1700,0.0897
h,35.6140,0.1147,0.1851,0.1057
i,35.8435,0.1103,0.1431,0.1111
s,35.8710,0.1166,0.1932,0.1136
 ,35.8852,0.1080,0.1943,0.0885
c,35.9109,0.1056,0.1263,0.1123
h,36.1812,0.0951,0.1636,0.0980
h,36.4152,0.0111,0.1008,0.0094
BACKSPACE,36.4419,0.0229,0.0487,0.0083
i,36.4944,0.0122,0.1016,0.0121
