Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0103,0.0084,0.0182
I,0.0010,0.0901,0.1221,0.0926
SHIFT_UP,0.0221,0.0099,0.0101,0.0098
t,0.5368,0.0988,0.1484,0.0801
 ,0.6861,0.0875,0.1547,0.0920
w,0.7731,0.1148,0.1021,0.1067
a,1.3108,0.1060,0.1853,0.0925
s,1.8450,0.1146,0.1698,0.0860
 ,2.1280,0.1127,0.0889,0.1124
a,2.9819,0.0833,0.1344,0.1118
 ,2.9958,0.1170,0.1164,0.1197
b,3.6415,0.1035,0.0962,0.0811
k,4.3623,0.0080,0.1024,0.0088
BACKSPACE,4.3724,0.0214,0.0475,0.0076
r,4.4244,0.0111,0.0980,0.0101
i,4.4331,0.1077,0.1593,0.1184
g,4.4437,0.1128,0.0954,0.1075
h,4.8033,0.0991,0.1155,0.1097
t,4.9103,0.0794,0.0970,0.1088
l,4.9225,0.0089,0.1018,0.0111
BACKSPACE,4.9356,0.0181,0.0525,0.0104
 ,4.9883,0.0116,0.1027,0.0104
c,4.9957,0.0841,0.1996,0.1065
o,6.0173,0.1128,0.1513,0.0869
l,6.3703,0.0875,0.1832,0.0890
d,7.0591,0.1054,0.1810,0.1216
n,7.0663,0.0128,0.1027,0.0094
BACKSPACE,7.0902,0.0227,0.0492,0.0096
 ,7.1429,0.0080,0.1005,0.0115
d,7.1478,0.1151,0.1743,0.1071
a,7.1605,0.1094,0.0980,0.1013
y,7.1685,0.0877,0.1327,0.0835
 ,7.1780,0.1121,0.1195,0.0935
i,7.5413,0.0942,0.1155,0.1102
n,8.4332,0.0912,0.1652,0.1049
v,8.5223,0.0083,0.1010,0.0078
BACKSPACE,8.5359,0.0175,0.0482,0.0125
 ,8.5851,0.0126,0.0993,0.0097
SHIFT_DOWN,8.7915,0.0078,0.0115,0.0227
A,8.7929,0.0965,0.1067,0.0979
SHIFT_UP,8.8152,0.0094,0.0085,0.0079
p,10.1405,0.1051,0.1807,0.0888
r,10.2331,0.0891,0.1248,0.1077
i,10.2410,0.1045,0.0959,0.1156
l,10.8375,0.1110,0.1580,0.0863
",",11.3333,0.1072,0.1172,0.0870
w,11.4661,0.0088,0.1011,0.0075
BACKSPACE,11.4876,0.0229,0.0525,0.0080
 ,11.5374,0.0089,0.0990,0.0082
b,11.9823,0.0084,0.0992,0.0129
BACKSPACE,11.9936,0.0196,0.0477,0.0087
a,12.0433,0.0074,0.0996,0.0101
n,12.5911,0.1202,0.1689,0.0875
d,12.8720,0.1026,0.1926,0.1073
 ,12.8824,0.0824,0.1236,0.0808
j,13.2124,0.0089,0.0984,0.0094
BACKSPACE,13.2454,0.0218,0.0504,0.0084
t,13.2947,0.0079,0.1028,0.0127
u,13.3029,0.0122,0.0990,0.0077
BACKSPACE,13.3266,0.0171,0.0506,0.0084
h,13.3803,0.0086,0.0975,0.0111
e,13.9221,0.1012,0.1836,0.1033
 ,13.9292,0.0892,0.1867,0.0801
c,13.9425,0.1094,0.1183,0.1160
l,14.4236,0.0922,0.1173,0.0862
o,14.4350,0.1044,0.1680,0.0966
c,14.4458,0.0943,0.1026,0.0951
k,14.9188,0.1177,0.1707,0.0810
s,15.3470,0.0980,0.1634,0.1127
 ,15.3571,0.0904,0.1108,0.1046
w,16.6611,0.1067,0.1960,0.1092
e,16.6759,0.1097,0.1474,0.1123
w,16.9159,0.0092,0.0999,0.0104
BACKSPACE,16.9415,0.0170,0.0494,0.0119
r,16.9938,0.0108,0.0986,0.0089
e,17.0000,0.1090,0.0985,0.0843
 ,17.0140,0.0892,0.1749,0.0878
s,17.4899,0.0992,0.1864,0.0790
t,17.6197,0.1121,0.1074,0.1067
r,17.6965,0.0972,0.1137,0.0888
i,18.2517,0.1018,0.0975,0.0977
o,18.6064,0.0116,0.1016,0.0084
BACKSPACE,18.6150,0.0197,0.0502,0.0101
k,18.6679,0.0118,0.1001,0.0091
i,18.6791,0.0819,0.1249,0.0953
g,19.2606,0.0084,0.0974,0.0096
BACKSPACE,19.2869,0.0179,0.0482,0.0105
n,19.3380,0.0114,0.0984,0.0107
j,19.6159,0.0128,0.0997,0.0128
BACKSPACE,19.6260,0.0221,0.0488,0.0112
g,19.6779,0.0109,0.1013,0.0116
 ,19.7678,0.1062,0.1199,0.1007
t,19.7771,0.0906,0.1576,0.0806
h,20.0857,0.1178,0.2004,0.1095
i,20.6693,0.0987,0.1623,0.1005
r,20.9431,0.1183,0.1795,0.0954
t,20.9563,0.1208,0.1156,0.1064
e,21.2698,0.0987,0.1889,0.1162
e,21.2755,0.1172,0.0993,0.0905
.,22.6306,0.1060,0.1060,0.1110
 ,23.5367,0.1011,0.1170,0.0948
