Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0109,0.0089,0.0195
I,0.0010,0.0953,0.1011,0.1084
SHIFT_UP,0.0217,0.0121,0.0092,0.0086
t,0.3540,0.1101,0.1558,0.0960
 ,1.0362,0.1006,0.1200,0.1205
w,1.1340,0.0920,0.1584,0.0912
a,1.3673,0.0856,0.1270,0.1064
s,1.8163,0.1203,0.0969,0.0867
 ,1.9662,0.1178,0.1980,0.1177
a,2.2237,0.1117,0.1417,0.0945
 ,2.7323,0.1021,0.1744,0.0854
b,3.2680,0.0876,0.1235,0.1044
r,3.3807,0.0819,0.0915,0.1160
i,3.3903,0.1003,0.1737,0.1182
g,3.4510,0.0810,0.1347,0.0964
h,3.9808,0.1172,0.1352,0.1163
t,3.9864,0.1136,0.1063,0.0853
 ,3.9983,0.1046,0.1683,0.1183
c,4.2652,0.1118,0.1925,0.1222
o,4.5305,0.1172,0.1527,0.0960
l,4.8282,0.0883,0.1226,0.0880
d,5.0258,0.1093,0.1281,0.0947
BACKSPACE,5.0323,0.0191,0.0487,0.0087
 ,5.5881,0.1148,0.1882,0.1068
d,5.8453,0.1112,0.1966,0.1126
a,6.3649,0.0967,0.1356,0.1009
y,6.5224,0.0899,0.1470,0.1144
 ,6.7627,0.1008,0.1692,0.0900
i,7.1938,0.1133,0.1019,0.0906
n,7.6503,0.1107,0.1271,0.0896
 ,7.8998,0.0851,0.0952,0.0843
SHIFT_DOWN,8.5610,0.0079,0.0092,0.0195
A,8.5617,0.1146,0.1583,0.0907
SHIFT_UP,8.5851,0.0124,0.0091,0.0112
p,9.0157,0.0869,0.1827,0.1158
r,9.3919,0.0833,0.1679,0.1085
i,9.6128,0.0918,0.1904,0.0926
l,9.6226,0.1013,0.1370,0.0831
",",9.7454,0.1039,0.1144,0.1038
 ,9.8178,0.1062,0.0952,0.1183
a,10.5032,0.0930,0.1723,0.0842
n,10.8269,0.0915,0.1977,0.0960
d,11.1277,0.0878,0.1416,0.0918
 ,11.5451,0.0948,0.0957,0.0931
t,11.8036,0.0808,0.1362,0.1003
h,11.8854,0.0967,0.1121,0.1030
k,11.8958,0.0106,0.1001,0.0088
BACKSPACE,11.9202,0.0208,0.0515,0.0085
e,11.9704,0.0090,0.0991,0.0080
 ,12.5787,0.0826,0.1209,0.0936
c,12.7042,0.0849,0.1953,0.0816
l,12.7996,0.0932,0.1737,0.1083
o,12.9789,0.0966,0.1917,0.1085
c,13.2229,0.0896,0.1529,0.1091
k,13.8239,0.0950,0.1114,0.1057
s,13.8375,0.0950,0.1620,0.1056
 ,14.5972,0.0888,0.0989,0.0890
w,14.6122,0.0972,0.1166,0.1109
e,14.6215,0.0977,0.1182,0.1014
r,14.8616,0.0811,0.1503,0.0949
e,15.0336,0.1009,0.1165,0.1201
 ,15.0882,0.1010,0.1896,0.1162
g,16.0930,0.0121,0.1011,0.0074
BACKSPACE,16.1175,0.0183,0.0502,0.0106
s,16.1695,0.0107,0.0998,0.0089
t,16.1961,0.0854,0.1196,0.1081
r,16.5926,0.0970,0.1421,0.0985
