Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0072,0.0101,0.0206
c,0.0011,0.0117,0.1001,0.0084
BACKSPACE,0.0227,0.0227,0.0515,0.0107
A,0.0712,0.0114,0.1007,0.0122
SHIFT_UP,0.0905,0.0128,0.0121,0.0113
f,0.0804,0.0872,0.1700,0.0814
t,0.5069,0.1065,0.1772,0.0877
e,1.8838,0.1051,0.1321,0.0975
r,1.9667,0.1071,0.1422,0.1078
 ,2.1363,0.0949,0.1125,0.0779
SHIFT_DOWN,4.1416,0.0094,0.0110,0.0207
d,4.1392,0.0127,0.1018,0.0105
BACKSPACE,4.1710,0.0221,0.0522,0.0081
I,4.2165,0.0127,0.0981,0.0096
SHIFT_UP,4.2395,0.0099,0.0096,0.0108
',4.7178,0.0996,0.1785,0.1145
d,5.0838,0.1135,0.0957,0.1061
j,5.3053,0.0119,0.0983,0.0096
BACKSPACE,5.3265,0.0214,0.0477,0.0085
 ,5.3743,0.0102,0.1021,0.0103
s,5.5480,0.1090,0.1959,0.1159
o,6.2246,0.1022,0.1973,0.1138
a,6.2327,0.1070,0.1291,0.1183
p,6.8810,0.0848,0.1125,0.1120
e,6.8915,0.0929,0.1510,0.0850
d,6.8984,0.0996,0.1924,0.0852
 ,6.9109,0.0894,0.1362,0.0937
m,7.3447,0.0982,0.1471,0.1174
y,8.1034,0.0797,0.1812,0.0948
s,8.6278,0.1113,0.0973,0.0892
e,8.7945,0.1192,0.1674,0.1029
l,9.2448,0.0965,0.1349,0.1015
y,10.6272,0.0121,0.0975,0.0080
BACKSPACE,10.6481,0.0191,0.0518,0.0128
 ,10.7033,0.0106,0.1025,0.0096
a,11.2035,0.1015,0.1902,0.0837
l,11.4034,0.0806,0.2002,0.0985
l,11.4097,0.1076,0.1598,0.1054
BACKSPACE,11.4210,0.0208,0.0479,0.0111
 ,11.6162,0.0886,0.0982,0.0924
u,12.8726,0.0102,0.1024,0.0091
BACKSPACE,12.8809,0.0174,0.0526,0.0104
o,12.9356,0.0089,0.0991,0.0080
v,13.8310,0.0938,0.1761,0.0996
e,13.8482,0.1097,0.1606,0.0829
r,15.0993,0.0798,0.1073,0.1161
 ,15.4117,0.1050,0.0889,0.1029
SHIFT_DOWN,16.5321,0.0085,0.0120,0.0209
I,16.5325,0.0958,0.1201,0.0851
SHIFT_UP,16.5532,0.0111,0.0073,0.0072
 ,17.3021,0.1091,0.1278,0.1080
f,18.2295,0.1044,0.1283,0.1133
e,18.2444,0.1158,0.1872,0.0890
l,18.8907,0.0936,0.1943,0.1082
t,19.3556,0.0913,0.1922,0.0846
 ,19.3672,0.1065,0.1404,0.1111
e,19.3794,0.0095,0.1019,0.0114
BACKSPACE,19.3894,0.0190,0.0490,0.0083
b,19.4399,0.0098,0.1022,0.0086
e,19.4460,0.0888,0.1720,0.1095
t,19.4574,0.1069,0.1297,0.1096
t,19.9886,0.1116,0.1584,0.1189
e,20.8204,0.0837,0.1998,0.0819
r,21.6771,0.0973,0.0979,0.0840
 ,21.6895,0.1097,0.1193,0.0979
a,21.9714,0.1175,0.1313,0.0820
d,22.1968,0.0127,0.0985,0.0082
BACKSPACE,22.2147,0.0226,0.0517,0.0116
n,22.2648,0.0096,0.1009,0.0087
d,23.0871,0.1131,0.1721,0.1154
 ,24.0855,0.1182,0.0932,0.0830
l,24.0953,0.0973,0.1776,0.1066
o,24.7540,0.0126,0.1027,0.0117
BACKSPACE,24.7819,0.0187,0.0510,0.0122
a,24.8327,0.0118,0.0997,0.0075
y,25.0209,0.1108,0.1303,0.0973
 ,25.0311,0.0803,0.0990,0.1049
d,25.3745,0.0924,0.0896,0.0953
o,25.9907,0.0840,0.1345,0.1022
