Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0019,0.0096,0.0075,0.0204
o,0.0020,0.0116,0.0980,0.0122
BACKSPACE,0.0118,0.0223,0.0529,0.0086
O,0.0640,0.0129,0.0988,0.0080
SHIFT_UP,0.0813,0.0075,0.0076,0.0119
l,0.0936,0.0960,0.1786,0.1062
d,0.1013,0.1174,0.1379,0.1109
 ,0.1185,0.1053,0.0980,0.0933
SHIFT_DOWN,1.0144,0.0085,0.0103,0.0176
M,1.0181,0.1040,0.1953,0.1171
SHIFT_UP,1.0375,0.0070,0.0125,0.0125
a,1.4616,0.0952,0.1030,0.0868
j,1.7198,0.0991,0.1878,0.0932
s,1.8982,0.0088,0.1016,0.0112
BACKSPACE,1.9081,0.0225,0.0487,0.0115
o,1.9594,0.0112,0.1000,0.0084
r,2.9533,0.1157,0.0971,0.1096
 ,2.9759,0.0875,0.1093,0.0850
x,3.5354,0.0080,0.1014,0.0120
BACKSPACE,3.5613,0.0228,0.0477,0.0108
c,3.6093,0.0102,0.1006,0.0084
l,3.6235,0.1032,0.1010,0.1078
k,4.8380,0.0076,0.0979,0.0086
BACKSPACE,4.8623,0.0193,0.0514,0.0112
e,4.9091,0.0071,0.0992,0.0076
a,4.9218,0.0931,0.1891,0.0832
r,6.7087,0.0956,0.1652,0.1146
e,6.8434,0.0804,0.1972,0.0935
u,7.9387,0.0122,0.0981,0.0103
BACKSPACE,7.9527,0.0219,0.0514,0.0092
d,8.0036,0.0092,0.0977,0.0071
z,9.1209,0.0125,0.0987,0.0129
BACKSPACE,9.1421,0.0207,0.0481,0.0099
 ,9.1914,0.0114,0.1017,0.0071
h,10.9076,0.1020,0.1542,0.0913
i,11.1144,0.0850,0.1889,0.0936
q,11.6259,0.0089,0.1001,0.0121
BACKSPACE,11.6527,0.0193,0.0528,0.0078
s,11.7051,0.0122,0.1007,0.0106
 ,13.0966,0.1083,0.1460,0.0825
t,13.1071,0.0831,0.1092,0.1017
h,13.4116,0.1171,0.1355,0.1037
r,14.9144,0.1031,0.1074,0.1084
n,15.5296,0.0074,0.0985,0.0104
BACKSPACE,15.5521,0.0183,0.0487,0.0111
o,15.5992,0.0098,0.1017,0.0110
a,16.1107,0.1101,0.1014,0.0815
t,16.7732,0.1025,0.1920,0.0947
 ,16.8006,0.1154,0.1388,0.0932
l,16.8460,0.0071,0.0970,0.0096
BACKSPACE,16.8556,0.0219,0.0496,0.0088
a,16.9080,0.0127,0.1007,0.0085
n,16.9854,0.0843,0.0951,0.1167
t,17.2646,0.0101,0.0987,0.0084
BACKSPACE,17.2913,0.0213,0.0495,0.0118
d,17.3442,0.0088,0.0990,0.0118
 ,17.5939,0.0911,0.1299,0.0985
p,17.6085,0.0108,0.1028,0.0102
BACKSPACE,17.6259,0.0199,0.0527,0.0129
b,17.6741,0.0128,0.1025,0.0078
e,18.8248,0.1041,0.1991,0.0895
g,18.8314,0.1128,0.1358,0.0864
a,18.8606,0.0959,0.1119,0.1135
n,18.8680,0.1157,0.0973,0.1052
 ,18.8773,0.0957,0.1510,0.1064
t,18.8886,0.0871,0.0912,0.0900
o,19.2405,0.1046,0.1306,0.1130
 ,19.2496,0.1079,0.1446,0.0862
o,19.7800,0.0126,0.0977,0.0083
BACKSPACE,19.7987,0.0181,0.0476,0.0077
s,19.8469,0.0104,0.1021,0.0105
i,19.8585,0.0907,0.1238,0.1108
n,20.7992,0.1046,0.1672,0.0999
g,20.8076,0.1080,0.1031,0.1075
.,22.1902,0.1095,0.0928,0.1139
r,22.9093,0.0101,0.0991,0.0114
BACKSPACE,22.9428,0.0228,0.0504,0.0113
 ,22.9924,0.0118,0.1015,0.0124
SHIFT_DOWN,23.0032,0.0083,0.0114,0.0212
A,22.9983,0.1118,0.1090,0.0982
SHIFT_UP,23.0203,0.0125,0.0074,0.0077
s,23.0100,0.0973,0.0932,0.0950
 ,23.9827,0.0878,0.1697,0.1068
h,23.9909,0.0935,0.1228,0.1025
e,24.0001,0.0938,0.1784,0.0934
 ,24.9125,0.1142,0.1386,0.1090
h,24.9261,0.0987,0.1561,0.1133
a,26.1674,0.0964,0.1847,0.0897
d,26.1759,0.1088,0.1757,0.0917
 ,27.4617,0.1038,0.1040,0.0836
s,29.4850,0.0976,0.1508,0.0917
o,30.4263,0.0104,0.0972,0.0099
BACKSPACE,30.4391,0.0191,0.0489,0.0078
a,30.4864,0.0107,0.1007,0.0120
q,31.8696,0.0077,0.1017,0.0095
BACKSPACE,31.8993,0.0200,0.0473,0.0097
i,31.9503,0.0117,0.1001,0.0089
d,33.5873,0.1125,0.1166,0.0843
",",34.8795,0.0823,0.1201,0.0920
 ,35.5231,0.1148,0.1007,0.0869
h,35.7368,0.1076,0.0874,0.0954
i,37.2351,0.0892,0.1523,0.1142
s,37.4716,0.0884,0.1405,0.0858
 ,38.6682,0.1030,0.1610,0.1008
o,38.6847,0.0986,0.1598,0.0954
i,39.8625,0.0892,0.1020,0.0935
l,39.8767,0.0116,0.1003,0.0091
BACKSPACE,39.9018,0.0197,0.0511,0.0078
c,39.9497,0.0129,0.0999,0.0076
e,40.2068,0.1075,0.0903,0.0956
 ,41.6818,0.0918,0.1072,0.0803
w,41.6937,0.0951,0.0957,0.0972
d,42.3384,0.0091,0.1028,0.0107
BACKSPACE,42.3673,0.0206,0.0499,0.0100
a,42.4194,0.0128,0.0981,0.0087
s,42.4284,0.1068,0.1374,0.0997
 ,42.4356,0.1088,0.1650,0.1059
h,42.7806,0.1077,0.1068,0.0871
z,43.8804,0.0085,0.0984,0.0094
BACKSPACE,43.8921,0.0205,0.0505,0.0100
o,43.9401,0.0088,0.1007,0.0084
i,43.9536,0.0084,0.0996,0.0128
BACKSPACE,43.9656,0.0210,0.0529,0.0081
a,44.0150,0.0107,0.1007,0.0113
r,44.0284,0.1074,0.1581,0.1028
s,44.0393,0.1060,0.1161,0.1015
r,44.0497,0.0081,0.0991,0.0126
BACKSPACE,44.0641,0.0205,0.0528,0.0128
e,44.1146,0.0100,0.1029,0.0126
",",44.1271,0.0910,0.1664,0.0863
 ,44.7433,0.0801,0.1891,0.0938
u,45.3901,0.0116,0.1026,0.0111
BACKSPACE,45.4058,0.0221,0.0493,0.0085
b,45.4572,0.0094,0.0992,0.0129
u,45.4690,0.0887,0.0991,0.1007
p,45.6382,0.0112,0.0989,0.0104
BACKSPACE,45.6584,0.0173,0.0517,0.0082
t,45.7114,0.0106,0.1003,0.0114
 ,45.8881,0.0899,0.1620,0.0834
h,46.2443,0.0883,0.1773,0.0967
e,46.2541,0.0934,0.1590,0.0880
e,46.2644,0.0076,0.1003,0.0106
BACKSPACE,46.2852,0.0197,0.0520,0.0092
 ,46.3377,0.0093,0.1022,0.0112
s,46.4226,0.0894,0.1404,0.1136
a,47.2126,0.0922,0.2018,0.1044
n,47.2236,0.1151,0.0974,0.0879
g,47.5550,0.0841,0.1750,0.1013
 ,47.9964,0.0863,0.1823,0.1097
w,48.0073,0.0859,0.1934,0.0828
e,48.0176,0.1116,0.0934,0.1037
l,48.3574,0.0961,0.1600,0.1112
i,48.6014,0.0129,0.1018,0.0074
BACKSPACE,48.6227,0.0213,0.0491,0.0129
l,48.6706,0.0106,0.1024,0.0110
 ,48.6841,0.1115,0.1163,0.0841
e,49.6226,0.0827,0.1430,0.0887
q,50.1975,0.0098,0.1029,0.0099
BACKSPACE,50.2233,0.0197,0.0495,0.0076
n,50.2686,0.0127,0.0997,0.0102
l,50.4372,0.0116,0.0981,0.0101
BACKSPACE,50.4575,0.0189,0.0475,0.0093
o,50.5093,0.0101,0.1017,0.0098
i,50.6104,0.0122,0.1002,0.0101
BACKSPACE,50.6261,0.0189,0.0479,0.0070
u,50.6781,0.0080,0.1029,0.0098
g,50.6835,0.1049,0.1244,0.1100
h,51.4021,0.0883,0.1786,0.1079
",",52.0346,0.1139,0.1082,0.0959
u,52.3192,0.0101,0.1008,0.0082
BACKSPACE,52.3370,0.0228,0.0494,0.0110
 ,52.3885,0.0109,0.1001,0.0113
a,52.3951,0.0952,0.1113,0.1065
z,53.6550,0.0128,0.1029,0.0084
BACKSPACE,53.6710,0.0228,0.0508,0.0085
n,53.7209,0.0113,0.0976,0.0073
d,53.8498,0.0833,0.1491,0.0798
 ,54.6823,0.1177,0.1886,0.1008
i,55.1716,0.1021,0.1637,0.0955
t,55.5480,0.1049,0.0893,0.0846
