Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0108,0.0115,0.0193
u,0.0024,0.0092,0.0987,0.0102
BACKSPACE,0.0208,0.0206,0.0500,0.0127
I,0.0727,0.0086,0.1004,0.0073
SHIFT_UP,0.0927,0.0126,0.0109,0.0098
t,1.1187,0.1163,0.1441,0.1082
 ,1.1272,0.0824,0.1219,0.0806
w,1.4175,0.0841,0.1417,0.1195
g,1.4236,0.0082,0.0970,0.0078
BACKSPACE,1.4581,0.0219,0.0507,0.0111
a,1.5063,0.0085,0.1019,0.0120
s,1.9854,0.1034,0.1089,0.1005
 ,1.9945,0.1139,0.1225,0.0832
x,2.5793,0.0072,0.1008,0.0102
BACKSPACE,2.6087,0.0176,0.0472,0.0080
a,2.6585,0.0070,0.0977,0.0075
h,3.7290,0.0112,0.1025,0.0107
BACKSPACE,3.7401,0.0175,0.0484,0.0099
 ,3.7918,0.0116,0.0991,0.0072
s,4.5030,0.0113,0.0981,0.0076
BACKSPACE,4.5177,0.0221,0.0527,0.0098
b,4.5674,0.0119,0.1019,0.0103
r,6.1243,0.0891,0.1050,0.1071
i,6.4239,0.0878,0.1155,0.1136
g,6.4300,0.1170,0.1087,0.0848
o,6.4412,0.0080,0.1010,0.0089
BACKSPACE,6.4662,0.0228,0.0488,0.0127
h,6.5155,0.0076,0.0991,0.0117
t,6.5235,0.0935,0.1905,0.1156
w,6.5356,0.0124,0.1017,0.0112
BACKSPACE,6.5571,0.0223,0.0488,0.0098
 ,6.6092,0.0073,0.1030,0.0089
c,6.6573,0.0873,0.1834,0.0971
o,7.0196,0.1029,0.1350,0.0879
l,8.6413,0.1188,0.1738,0.1055
d,8.6488,0.1087,0.1378,0.0869
 ,8.6611,0.1051,0.1471,0.1140
d,8.6678,0.1049,0.2003,0.1166
a,9.5197,0.0884,0.1002,0.1170
y,9.5334,0.0952,0.0993,0.1183
j,9.5395,0.0092,0.1018,0.0093
BACKSPACE,9.5608,0.0183,0.0505,0.0119
 ,9.6112,0.0097,0.1001,0.0121
i,9.6221,0.1184,0.1495,0.0899
p,10.5580,0.0122,0.0972,0.0121
BACKSPACE,10.5700,0.0224,0.0508,0.0076
n,10.6244,0.0115,0.1002,0.0092
 ,11.5470,0.0965,0.2004,0.0920
SHIFT_DOWN,12.1571,0.0085,0.0099,0.0208
A,12.1553,0.0900,0.1191,0.1215
SHIFT_UP,12.1776,0.0120,0.0126,0.0080
p,12.1675,0.0815,0.1913,0.1018
r,12.6577,0.0858,0.1766,0.1086
x,12.6658,0.0086,0.0972,0.0073
BACKSPACE,12.6763,0.0227,0.0471,0.0121
i,12.7288,0.0073,0.0998,0.0092
l,13.7675,0.1116,0.0942,0.1205
",",14.0286,0.0930,0.1826,0.1191
b,14.0398,0.0077,0.1005,0.0129
BACKSPACE,14.0697,0.0229,0.0484,0.0082
 ,14.1179,0.0124,0.1023,0.0080
r,14.5296,0.0118,0.1016,0.0110
BACKSPACE,14.5565,0.0213,0.0504,0.0077
a,14.6065,0.0089,0.1029,0.0084
u,16.1844,0.0088,0.0988,0.0118
BACKSPACE,16.2004,0.0202,0.0511,0.0091
n,16.2520,0.0103,0.1026,0.0112
d,16.2634,0.1152,0.1675,0.0836
 ,16.2742,0.1057,0.1584,0.0880
t,16.2809,0.1179,0.1937,0.0960
x,17.1418,0.0074,0.1029,0.0111
BACKSPACE,17.1494,0.0189,0.0510,0.0083
h,17.1978,0.0104,0.1019,0.0092
e,17.7711,0.0856,0.1781,0.1113
 ,17.7768,0.0847,0.1448,0.1142
w,17.7896,0.0104,0.1025,0.0111
BACKSPACE,17.8055,0.0170,0.0511,0.0083
c,17.8535,0.0083,0.1012,0.0123
f,18.6265,0.0120,0.1013,0.0110
BACKSPACE,18.6499,0.0171,0.0517,0.0099
l,18.7006,0.0115,0.0996,0.0099
o,19.4252,0.1035,0.0972,0.1026
c,20.6667,0.1158,0.1397,0.1110
s,20.6753,0.0071,0.1019,0.0098
BACKSPACE,20.6967,0.0229,0.0513,0.0072
k,20.7465,0.0094,0.1023,0.0071
q,20.8312,0.0101,0.0990,0.0113
BACKSPACE,20.8426,0.0203,0.0492,0.0113
s,20.8964,0.0095,0.1010,0.0075
 ,22.2572,0.0971,0.1832,0.1019
w,22.2671,0.0979,0.1281,0.0900
e,23.2576,0.1029,0.1075,0.0909
r,23.2667,0.1154,0.1123,0.0819
n,23.3220,0.0095,0.0992,0.0076
BACKSPACE,23.3480,0.0180,0.0505,0.0116
e,23.3981,0.0075,0.1018,0.0113
 ,24.8191,0.0975,0.1499,0.0810
s,26.1952,0.0858,0.1550,0.1105
t,26.2043,0.1175,0.1091,0.0875
r,26.6876,0.0990,0.1471,0.0970
i,26.6985,0.0951,0.1823,0.0834
k,26.7096,0.1017,0.0944,0.1007
t,26.7205,0.0115,0.0981,0.0124
BACKSPACE,26.7345,0.0211,0.0497,0.0094
i,26.7877,0.0108,0.1025,0.0101
n,27.1921,0.0900,0.0946,0.0905
g,28.3979,0.1113,0.1909,0.0826
w,29.7585,0.0095,0.1002,0.0116
BACKSPACE,29.7786,0.0229,0.0518,0.0094
 ,29.8282,0.0096,0.0973,0.0100
t,29.8426,0.1189,0.1051,0.1104
h,29.8532,0.1046,0.1004,0.1121
i,31.1533,0.0860,0.1147,0.0805
r,31.1638,0.1175,0.1410,0.1007
t,31.1740,0.1047,0.1199,0.0881
e,31.1798,0.0962,0.1228,0.1057
e,31.1934,0.1190,0.1318,0.0896
n,31.2034,0.1164,0.1369,0.0852
y,32.1596,0.0105,0.1009,0.0119
BACKSPACE,32.1794,0.0225,0.0498,0.0118
.,32.2290,0.0102,0.0979,0.0129
 ,33.0352,0.1098,0.0957,0.0962
SHIFT_DOWN,34.3059,0.0124,0.0125,0.0173
s,34.3113,0.0108,0.1013,0.0096
BACKSPACE,34.3376,0.0223,0.0523,0.0077
W,34.3879,0.0077,0.0994,0.0117
SHIFT_UP,34.4075,0.0096,0.0100,0.0115
i,34.4551,0.0938,0.1159,0.1109
s,34.7210,0.1158,0.1384,0.1007
t,34.7276,0.1114,0.1298,0.0995
p,35.2833,0.0119,0.1016,0.0103
BACKSPACE,35.3127,0.0229,0.0501,0.0095
o,35.3589,0.0104,0.1009,0.0073
n,35.5878,0.1140,0.1553,0.0894
 ,35.5956,0.1073,0.1712,0.0895
SHIFT_DOWN,35.9002,0.0127,0.0104,0.0182
S,35.8999,0.1105,0.1783,0.1119
SHIFT_UP,35.9172,0.0096,0.0112,0.0085
m,36.5781,0.1154,0.1829,0.0892
BACKSPACE,36.5884,0.0216,0.0474,0.0085
i,38.1290,0.0927,0.0980,0.0840
t,38.1417,0.0981,0.1864,0.0869
",",38.6983,0.1141,0.1153,0.1103
h,39.1591,0.0116,0.0993,0.0115
BACKSPACE,39.1721,0.0216,0.0496,0.0072
 ,39.2230,0.0083,0.1028,0.0105
h,39.2313,0.0824,0.1549,0.0803
l,39.3814,0.0108,0.0984,0.0121
BACKSPACE,39.4131,0.0171,0.0492,0.0116
i,39.4644,0.0084,0.0993,0.0097
s,40.2016,0.1077,0.1436,0.1037
 ,40.3985,0.1075,0.1401,0.0875
n,40.5905,0.0073,0.0984,0.0103
BACKSPACE,40.6221,0.0186,0.0517,0.0098
c,40.6737,0.0098,0.1006,0.0081
u,41.0688,0.0105,0.0982,0.0129
BACKSPACE,41.0904,0.0214,0.0494,0.0100
h,41.1372,0.0084,0.1029,0.0072
q,41.6530,0.0106,0.1008,0.0102
BACKSPACE,41.6741,0.0176,0.0487,0.0129
i,41.7226,0.0117,0.0977,0.0080
x,42.4083,0.0088,0.0989,0.0085
BACKSPACE,42.4192,0.0203,0.0510,0.0092
n,42.4715,0.0073,0.0992,0.0106
 ,42.7186,0.1182,0.1787,0.0858
n,43.5981,0.0911,0.1764,0.0970
u,44.6709,0.0803,0.0958,0.0834
p,44.6792,0.0108,0.0988,0.0124
BACKSPACE,44.6921,0.0219,0.0522,0.0097
z,44.7458,0.0120,0.0977,0.0087
f,44.7546,0.0087,0.1007,0.0110
