Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0108,0.0124,0.0206
I,0.0010,0.1169,0.1087,0.1074
SHIFT_UP,0.0206,0.0097,0.0097,0.0092
t,0.0105,0.1132,0.1755,0.0915
w,0.2556,0.0083,0.0998,0.0085
BACKSPACE,0.2699,0.0182,0.0520,0.0075
 ,0.3183,0.0101,0.1008,0.0090
a,0.3274,0.0083,0.1023,0.0084
BACKSPACE,0.3536,0.0200,0.0499,0.0095
w,0.4048,0.0124,0.1023,0.0123
y,1.0418,0.0086,0.1027,0.0080
BACKSPACE,1.0590,0.0192,0.0491,0.0123
a,1.1058,0.0087,0.0983,0.0091
s,1.9119,0.1201,0.1970,0.0862
 ,2.6437,0.1099,0.1559,0.0821
b,2.8944,0.0100,0.0993,0.0097
BACKSPACE,2.9139,0.0191,0.0507,0.0116
a,2.9614,0.0087,0.1000,0.0073
 ,2.9750,0.1120,0.1556,0.1019
b,3.1955,0.1082,0.1334,0.0826
BACKSPACE,3.2027,0.0227,0.0504,0.0087
r,3.2051,0.0798,0.1743,0.1004
i,4.5829,0.0920,0.1168,0.1038
t,4.5914,0.0128,0.1018,0.0100
BACKSPACE,4.6193,0.0172,0.0502,0.0074
g,4.6701,0.0109,0.0993,0.0086
h,4.8530,0.0905,0.0969,0.1024
t,4.8620,0.0823,0.1397,0.0889
 ,5.3424,0.1090,0.1888,0.1105
c,6.4009,0.0913,0.1079,0.1160
o,8.3763,0.1148,0.1357,0.0907
l,8.9405,0.1012,0.1048,0.1174
a,9.1648,0.0124,0.0981,0.0087
BACKSPACE,9.1938,0.0205,0.0482,0.0097
d,9.2467,0.0102,0.1020,0.0105
 ,9.5477,0.0958,0.1914,0.1163
d,9.5579,0.0879,0.1821,0.0939
a,9.7167,0.0807,0.1507,0.1013
y,9.7237,0.1068,0.1908,0.1087
 ,10.6441,0.0861,0.1642,0.0859
i,11.0686,0.1018,0.1666,0.0941
n,11.0806,0.1040,0.1941,0.1125
 ,11.7579,0.0906,0.1670,0.1036
SHIFT_DOWN,12.1024,0.0128,0.0083,0.0200
A,12.1017,0.0852,0.1967,0.0984
SHIFT_UP,12.1184,0.0120,0.0110,0.0126
p,12.1672,0.0872,0.1095,0.0850
e,12.1764,0.0095,0.1025,0.0128
BACKSPACE,12.1973,0.0209,0.0530,0.0076
r,12.2427,0.0101,0.1029,0.0113
i,12.2518,0.0920,0.1255,0.0828
l,12.8453,0.0827,0.1156,0.1199
",",13.6071,0.0945,0.1237,0.0950
 ,13.6167,0.1073,0.1967,0.0990
a,14.0931,0.1096,0.1575,0.0831
n,14.1911,0.1174,0.1814,0.0934
d,14.6517,0.1023,0.1226,0.0939
 ,14.6612,0.0960,0.1216,0.0828
t,15.5614,0.1087,0.1286,0.0972
v,16.5237,0.0112,0.1002,0.0094
