Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0110,0.0099,0.0195
O,0.0010,0.0839,0.1579,0.0991
SHIFT_UP,0.0182,0.0123,0.0088,0.0084
l,0.0124,0.0900,0.1954,0.0904
d,0.2256,0.0927,0.1980,0.1074
 ,0.3196,0.1024,0.1060,0.0803
SHIFT_DOWN,0.5346,0.0103,0.0096,0.0171
M,0.5369,0.1055,0.1033,0.1114
SHIFT_UP,0.5554,0.0089,0.0118,0.0117
a,0.8079,0.0959,0.1147,0.0931
j,0.8173,0.0808,0.1896,0.0811
o,0.8262,0.1102,0.1650,0.1033
r,0.8361,0.1135,0.1284,0.0974
 ,0.8453,0.1109,0.1578,0.0923
c,0.8571,0.0894,0.1063,0.1184
e,0.8640,0.0117,0.0982,0.0110
BACKSPACE,0.8776,0.0213,0.0474,0.0078
l,0.9303,0.0101,0.0989,0.0127
e,0.9419,0.1011,0.1426,0.1080
a,0.9512,0.1213,0.1939,0.0918
r,1.6713,0.1172,0.1471,0.0927
e,2.4921,0.1107,0.1935,0.0827
d,2.5019,0.1187,0.1432,0.1087
 ,2.7042,0.0924,0.1096,0.0901
b,2.7105,0.0098,0.0981,0.0079
BACKSPACE,2.7293,0.0201,0.0522,0.0128
h,2.7760,0.0116,0.1000,0.0114
i,2.8811,0.0909,0.1533,0.1097
s,2.8921,0.0951,0.1417,0.0957
 ,3.5144,0.0839,0.0921,0.0842
t,3.5886,0.1093,0.1631,0.0956
x,3.5977,0.0112,0.1020,0.0101
BACKSPACE,3.6185,0.0194,0.0518,0.0096
h,3.6732,0.0089,0.1014,0.0107
v,3.6896,0.0106,0.0971,0.0086
BACKSPACE,3.7067,0.0211,0.0492,0.0127
r,3.7612,0.0076,0.0973,0.0074
o,3.7704,0.1182,0.1897,0.1111
c,4.0691,0.0081,0.0996,0.0127
BACKSPACE,4.0933,0.0199,0.0512,0.0073
a,4.1424,0.0126,0.0993,0.0106
w,4.1543,0.0114,0.1008,0.0074
BACKSPACE,4.1749,0.0197,0.0524,0.0127
t,4.2265,0.0091,0.0984,0.0115
 ,4.7554,0.0901,0.1543,0.1057
a,5.6353,0.1164,0.1150,0.0822
b,5.8156,0.0107,0.0992,0.0128
BACKSPACE,5.8417,0.0186,0.0521,0.0088
n,5.8927,0.0113,0.0981,0.0097
d,5.9363,0.1022,0.0939,0.1086
 ,6.4358,0.1018,0.1401,0.0864
b,6.4974,0.0906,0.1427,0.1096
e,6.5075,0.1113,0.1893,0.1091
g,6.5165,0.1162,0.1750,0.0916
a,6.5258,0.0894,0.0937,0.1129
n,6.5360,0.0989,0.1569,0.0932
 ,6.5489,0.0830,0.1507,0.1091
t,7.0512,0.0813,0.1786,0.0994
o,7.5914,0.1041,0.1241,0.0988
 ,7.6055,0.0966,0.1469,0.1103
s,7.6129,0.1037,0.1701,0.1168
i,7.8671,0.1155,0.1700,0.0830
n,8.0937,0.0883,0.1073,0.1106
g,8.1442,0.0819,0.1021,0.0955
n,8.3266,0.0099,0.1027,0.0091
BACKSPACE,8.3404,0.0227,0.0502,0.0108
.,8.3918,0.0126,0.1003,0.0082
 ,8.4449,0.0911,0.1435,0.0911
SHIFT_DOWN,8.8544,0.0091,0.0096,0.0214
A,8.8506,0.0839,0.1416,0.1180
SHIFT_UP,8.8730,0.0106,0.0127,0.0091
s,9.6047,0.1007,0.0971,0.0939
 ,9.6134,0.0919,0.1434,0.1001
h,9.6242,0.0876,0.1619,0.0944
e,9.9017,0.1129,0.1329,0.0937
 ,9.9111,0.1021,0.1470,0.0867
h,10.2246,0.0987,0.0908,0.1179
a,10.2360,0.1088,0.1654,0.0906
h,10.2444,0.0090,0.1013,0.0074
BACKSPACE,10.2626,0.0206,0.0528,0.0070
d,10.3133,0.0116,0.0987,0.0124
 ,10.3195,0.1043,0.1120,0.0899
s,11.0579,0.0995,0.1548,0.0969
a,12.1343,0.0825,0.1340,0.0959
BACKSPACE,12.1441,0.0180,0.0472,0.0081
i,12.2628,0.1094,0.1558,0.1082
d,12.3220,0.0847,0.1211,0.1038
",",12.7538,0.0899,0.1413,0.0939
 ,13.1899,0.1057,0.1724,0.0898
h,13.6579,0.0833,0.1533,0.0900
i,13.9127,0.0875,0.1011,0.1148
s,13.9203,0.1006,0.1696,0.0927
 ,15.0344,0.1149,0.1383,0.0924
v,15.6956,0.1150,0.1171,0.1183
a,15.7094,0.0077,0.1004,0.0104
BACKSPACE,15.7193,0.0216,0.0479,0.0078
o,15.7714,0.0089,0.1019,0.0115
i,16.6246,0.1111,0.1688,0.1069
c,16.6324,0.0806,0.1469,0.0969
e,16.6423,0.0944,0.1823,0.0874
 ,16.6549,0.0897,0.1873,0.0914
w,17.5246,0.0780,0.1545,0.0848
a,18.0669,0.0921,0.1581,0.1078
s,18.2567,0.0896,0.1357,0.0998
 ,18.7526,0.0965,0.1009,0.1103
h,19.1903,0.0796,0.1026,0.1082
o,19.6617,0.1188,0.1050,0.0794
a,19.7037,0.0858,0.1804,0.1077
r,19.7888,0.0970,0.1904,0.1012
s,19.7970,0.1128,0.1004,0.1190
u,20.9760,0.0087,0.0982,0.0104
BACKSPACE,21.0093,0.0219,0.0522,0.0123
e,21.0582,0.0082,0.0998,0.0070
",",21.3657,0.1130,0.1280,0.0890
 ,21.4997,0.0857,0.1490,0.0869
b,22.1093,0.0801,0.0927,0.1163
u,22.6926,0.0949,0.0999,0.1118
t,22.8481,0.1121,0.1564,0.1016
 ,22.8552,0.0888,0.1697,0.1130
h,23.2023,0.1139,0.1576,0.0813
e,23.4856,0.1149,0.1773,0.1178
 ,23.4998,0.0806,0.1801,0.0965
n,23.5112,0.0125,0.0976,0.0110
BACKSPACE,23.5270,0.0183,0.0495,0.0104
s,23.5763,0.0080,0.0999,0.0127
a,23.5896,0.0862,0.1122,0.0835
n,23.5964,0.1133,0.1419,0.0816
n,24.0020,0.0086,0.1004,0.0101
BACKSPACE,24.0200,0.0211,0.0503,0.0084
g,24.0715,0.0082,0.0997,0.0120
 ,24.2074,0.0939,0.1361,0.1021
w,24.8366,0.0948,0.1279,0.0982
e,25.2416,0.0925,0.1014,0.0992
d,25.5485,0.0118,0.1008,0.0130
BACKSPACE,25.5648,0.0224,0.0504,0.0075
l,25.6110,0.0086,0.0986,0.0079
l,25.6435,0.0830,0.1878,0.1003
 ,25.7443,0.0889,0.1200,0.0950
e,25.7535,0.0989,0.1099,0.0986
f,25.9036,0.0103,0.1003,0.0087
BACKSPACE,25.9210,0.0191,0.0520,0.0078
n,25.9673,0.0100,0.0989,0.0108
o,25.9790,0.0830,0.1226,0.1107
u,26.1815,0.1018,0.1240,0.1165
g,26.4000,0.0884,0.1261,0.0819
h,27.3812,0.1158,0.1215,0.0857
",",27.3927,0.0910,0.1656,0.1027
 ,27.8540,0.1151,0.1787,0.1182
a,27.8612,0.1060,0.1019,0.1022
n,27.8710,0.1145,0.1467,0.1026
d,28.5839,0.0919,0.1126,0.1131
 ,28.9063,0.1202,0.1227,0.0860
i,28.9165,0.0893,0.1319,0.0976
t,29.5319,0.1051,0.1037,0.0947
 ,29.5414,0.0812,0.0986,0.1073
w,29.5516,0.1114,0.1119,0.1153
a,29.7562,0.1163,0.1688,0.0986
s,29.9340,0.0980,0.1956,0.0998
 ,29.9442,0.0830,0.1969,0.1013
