Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0115,0.0120,0.0210
A,0.0010,0.1007,0.1501,0.1172
SHIFT_UP,0.0218,0.0092,0.0109,0.0088
f,0.0085,0.0939,0.1698,0.1114
t,0.0181,0.0873,0.1568,0.1189
x,0.0297,0.0083,0.1024,0.0115
BACKSPACE,0.0442,0.0210,0.0483,0.0102
e,0.0927,0.0108,0.0990,0.0072
a,0.1015,0.0109,0.1017,0.0080
BACKSPACE,0.1282,0.0201,0.0477,0.0122
r,0.1775,0.0084,0.1020,0.0114
 ,0.7088,0.1008,0.1786,0.1073
SHIFT_DOWN,1.0910,0.0080,0.0103,0.0229
I,1.0912,0.0985,0.1381,0.1129
SHIFT_UP,1.1076,0.0114,0.0113,0.0086
',1.9830,0.1002,0.1896,0.0941
d,2.5107,0.0871,0.1960,0.1052
 ,2.5204,0.0872,0.1025,0.0999
m,2.5301,0.0127,0.1020,0.0075
BACKSPACE,2.5442,0.0206,0.0498,0.0116
s,2.5941,0.0118,0.1019,0.0095
o,3.6128,0.1060,0.1833,0.1161
a,5.1731,0.1081,0.1365,0.0806
p,5.9796,0.1136,0.1501,0.1044
e,6.9314,0.1168,0.1458,0.0926
d,6.9383,0.0883,0.1316,0.0972
 ,7.1117,0.0828,0.1590,0.1022
m,8.2505,0.0912,0.1409,0.1047
k,8.2599,0.0103,0.0995,0.0094
BACKSPACE,8.2805,0.0177,0.0479,0.0102
y,8.3308,0.0083,0.1004,0.0094
s,10.8822,0.1096,0.1475,0.1163
t,10.9366,0.0096,0.1022,0.0128
BACKSPACE,10.9600,0.0214,0.0488,0.0094
e,11.0087,0.0116,0.0988,0.0116
v,11.5852,0.0106,0.1018,0.0101
BACKSPACE,11.6015,0.0179,0.0481,0.0071
l,11.6538,0.0092,0.0983,0.0116
d,12.3805,0.0121,0.0971,0.0111
BACKSPACE,12.3941,0.0173,0.0491,0.0072
f,12.4467,0.0078,0.1025,0.0082
g,13.0485,0.0084,0.0975,0.0104
BACKSPACE,13.0617,0.0190,0.0528,0.0074
 ,13.1073,0.0118,0.1014,0.0076
a,13.5791,0.0913,0.0983,0.1138
l,13.6083,0.0909,0.1170,0.0949
h,14.2321,0.0107,0.0983,0.0105
BACKSPACE,14.2446,0.0191,0.0513,0.0081
l,14.2920,0.0108,0.1022,0.0097
 ,14.5746,0.1104,0.1514,0.1045
o,15.4120,0.0960,0.1810,0.1087
