Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0075,0.0086,0.0190
I,0.0010,0.1008,0.1434,0.1210
SHIFT_UP,0.0219,0.0085,0.0087,0.0091
l,0.2833,0.0087,0.0986,0.0111
BACKSPACE,0.2967,0.0200,0.0486,0.0083
t,0.3477,0.0103,0.0999,0.0071
h,0.3593,0.0102,0.0986,0.0098
BACKSPACE,0.3796,0.0183,0.0494,0.0120
 ,0.4300,0.0083,0.0988,0.0089
w,0.7010,0.0893,0.1611,0.0997
r,0.7084,0.0100,0.0985,0.0117
BACKSPACE,0.7286,0.0185,0.0510,0.0093
a,0.7839,0.0110,0.0991,0.0082
s,1.2395,0.0856,0.1196,0.0867
 ,1.2498,0.1177,0.1380,0.1148
a,2.3884,0.1177,0.1269,0.1038
k,4.6240,0.0114,0.0973,0.0110
BACKSPACE,4.6359,0.0215,0.0477,0.0101
 ,4.6893,0.0085,0.0993,0.0106
b,4.8098,0.1094,0.1877,0.0826
r,4.8196,0.1121,0.0908,0.0891
i,4.8338,0.0874,0.0902,0.1100
n,4.8431,0.0124,0.0991,0.0107
BACKSPACE,4.8554,0.0207,0.0516,0.0116
g,4.9059,0.0110,0.0986,0.0092
h,5.0384,0.1176,0.1248,0.1098
t,5.9219,0.1143,0.1218,0.1096
 ,5.9317,0.0830,0.1174,0.1210
c,5.9464,0.1155,0.1329,0.1080
o,5.9547,0.0951,0.1922,0.1039
l,6.5151,0.1028,0.1568,0.0926
d,7.0391,0.0891,0.1264,0.1170
 ,7.0494,0.0926,0.1502,0.1115
w,7.0552,0.0113,0.1029,0.0102
BACKSPACE,7.0856,0.0213,0.0484,0.0087
d,7.1328,0.0102,0.1005,0.0090
a,7.1422,0.1156,0.1438,0.0917
k,7.8320,0.0094,0.0997,0.0107
BACKSPACE,7.8532,0.0186,0.0497,0.0106
y,7.9026,0.0114,0.0993,0.0089
 ,9.0971,0.0790,0.1113,0.0923
i,11.1057,0.0985,0.1808,0.1003
n,11.1125,0.0821,0.1864,0.1113
 ,11.1240,0.0899,0.1851,0.1100
SHIFT_DOWN,11.9715,0.0121,0.0112,0.0221
A,11.9745,0.1072,0.1527,0.1221
SHIFT_UP,11.9954,0.0103,0.0091,0.0095
y,12.7968,0.0111,0.0973,0.0112
BACKSPACE,12.8172,0.0184,0.0477,0.0111
p,12.8679,0.0096,0.0976,0.0109
r,12.8744,0.1011,0.1157,0.0840
i,12.8869,0.1125,0.1160,0.1221
c,12.8968,0.0088,0.0971,0.0094
BACKSPACE,12.9129,0.0209,0.0510,0.0113
l,12.9676,0.0089,0.1004,0.0117
h,12.9764,0.0116,0.1020,0.0112
BACKSPACE,12.9902,0.0219,0.0488,0.0098
",",13.0390,0.0129,0.1013,0.0097
u,13.4070,0.0076,0.1023,0.0119
BACKSPACE,13.4276,0.0207,0.0530,0.0130
 ,13.4802,0.0089,0.0996,0.0103
a,13.4870,0.1018,0.1342,0.0984
n,15.4331,0.0924,0.1181,0.0964
d,15.6823,0.0914,0.1110,0.1107
 ,17.7350,0.1001,0.0961,0.0925
t,18.7208,0.0985,0.1602,0.0809
h,20.1153,0.0862,0.1321,0.0874
k,20.1271,0.0100,0.1006,0.0097
BACKSPACE,20.1486,0.0180,0.0489,0.0108
e,20.1985,0.0106,0.1027,0.0079
 ,20.2069,0.1029,0.1022,0.1045
c,20.6510,0.1054,0.1676,0.0925
l,20.6595,0.0862,0.1189,0.0996
h,20.6684,0.0078,0.0991,0.0075
BACKSPACE,20.6986,0.0225,0.0499,0.0121
o,20.7471,0.0072,0.1010,0.0105
c,21.0046,0.0938,0.1883,0.1107
k,21.7885,0.0866,0.1478,0.0961
d,22.7258,0.0090,0.1020,0.0104
BACKSPACE,22.7450,0.0188,0.0519,0.0101
s,22.7984,0.0075,0.0993,0.0120
 ,22.8040,0.1183,0.1420,0.1049
w,23.0930,0.1084,0.1951,0.0980
e,23.9258,0.1142,0.1248,0.0846
s,24.5472,0.0078,0.1023,0.0117
BACKSPACE,24.5660,0.0196,0.0503,0.0073
r,24.6156,0.0111,0.0975,0.0106
e,25.0916,0.0819,0.1900,0.0827
 ,25.4598,0.0851,0.1266,0.0987
s,25.9484,0.0795,0.1754,0.1011
t,26.0692,0.1074,0.1316,0.0904
r,26.0782,0.0860,0.1067,0.1085
i,26.6649,0.1119,0.1144,0.1077
k,26.6771,0.0882,0.1844,0.1010
i,26.6871,0.0971,0.1940,0.0850
o,26.6986,0.0102,0.0996,0.0129
BACKSPACE,26.7080,0.0201,0.0507,0.0124
n,26.7579,0.0127,0.0971,0.0075
n,26.7690,0.0100,0.1011,0.0072
BACKSPACE,26.7848,0.0208,0.0528,0.0097
g,26.8361,0.0121,0.0986,0.0086
i,26.8498,0.0117,0.0992,0.0094
BACKSPACE,26.8677,0.0190,0.0511,0.0093
 ,26.9175,0.0123,0.0985,0.0115
t,26.9807,0.1019,0.1650,0.0844
h,27.3487,0.1037,0.1878,0.0975
i,27.3594,0.1050,0.1895,0.0857
r,28.5507,0.1194,0.1042,0.1084
t,29.0514,0.0849,0.1240,0.0906
n,29.0640,0.0103,0.0985,0.0122
BACKSPACE,29.0908,0.0214,0.0522,0.0117
e,29.1403,0.0112,0.0976,0.0073
e,29.9954,0.1215,0.1108,0.1113
b,30.3040,0.0122,0.0991,0.0123
BACKSPACE,30.3181,0.0192,0.0471,0.0093
n,30.3708,0.0126,0.0974,0.0107
.,31.4640,0.0831,0.2009,0.1065
 ,31.6110,0.1212,0.1265,0.1042
SHIFT_DOWN,32.5155,0.0117,0.0077,0.0189
W,32.5108,0.1070,0.1454,0.1082
SHIFT_UP,32.5332,0.0128,0.0130,0.0092
i,34.0502,0.0945,0.1157,0.1153
n,34.7564,0.0851,0.1118,0.1112
