Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0114,0.0073,0.0170
A,0.0010,0.1018,0.1072,0.0830
SHIFT_UP,0.0188,0.0113,0.0083,0.0101
f,0.4491,0.0904,0.1840,0.0855
t,0.4826,0.0836,0.1514,0.0997
e,0.4911,0.0808,0.1229,0.1117
a,0.9194,0.0070,0.1024,0.0120
BACKSPACE,0.9324,0.0170,0.0489,0.0083
r,0.9819,0.0084,0.1017,0.0101
 ,1.4874,0.1125,0.1621,0.1010
SHIFT_DOWN,1.4967,0.0086,0.0106,0.0185
I,1.4995,0.1067,0.1922,0.1080
SHIFT_UP,1.5137,0.0098,0.0120,0.0101
',1.5056,0.0854,0.1056,0.0856
d,1.6567,0.0980,0.1127,0.1004
 ,1.7277,0.0807,0.1347,0.0993
s,1.7347,0.1109,0.0944,0.1096
o,1.7471,0.1113,0.1490,0.0838
a,2.0262,0.1095,0.1575,0.1063
p,2.7541,0.0850,0.1784,0.0841
e,2.7632,0.0809,0.1676,0.0953
d,2.7734,0.1122,0.0949,0.1139
 ,2.9116,0.0957,0.1527,0.1056
m,2.9253,0.1175,0.0981,0.1128
y,3.3132,0.0797,0.1769,0.0911
s,3.3606,0.0844,0.1230,0.1181
e,3.6389,0.0928,0.1107,0.1147
l,3.9044,0.1099,0.1511,0.0868
f,4.1977,0.0957,0.1567,0.0904
 ,4.3202,0.1003,0.1631,0.0850
a,5.2687,0.0896,0.1468,0.1158
l,5.3478,0.0957,0.1256,0.0791
l,6.0554,0.1138,0.1909,0.1175
o,6.4259,0.0124,0.1021,0.0100
BACKSPACE,6.4428,0.0224,0.0527,0.0074
 ,6.4903,0.0101,0.0987,0.0095
o,6.7617,0.0908,0.1765,0.1043
v,6.7673,0.1188,0.1737,0.0949
c,6.7778,0.0122,0.0977,0.0130
BACKSPACE,6.8004,0.0177,0.0477,0.0116
e,6.8461,0.0118,0.1017,0.0081
n,7.0185,0.0100,0.1006,0.0104
BACKSPACE,7.0350,0.0174,0.0527,0.0078
r,7.0847,0.0121,0.1008,0.0077
BACKSPACE,7.0916,0.0184,0.0517,0.0088
 ,7.0940,0.0902,0.1768,0.0847
SHIFT_DOWN,7.5166,0.0090,0.0117,0.0171
I,7.5180,0.0847,0.1533,0.1092
SHIFT_UP,7.5410,0.0074,0.0091,0.0115
 ,8.1037,0.1201,0.1747,0.0892
BACKSPACE,8.1156,0.0174,0.0517,0.0126
f,8.1828,0.0818,0.0927,0.0827
e,8.9824,0.1085,0.1049,0.1067
l,10.0341,0.1015,0.1438,0.1050
t,10.1224,0.1124,0.1673,0.0791
o,10.2190,0.0094,0.1010,0.0072
BACKSPACE,10.2406,0.0175,0.0526,0.0126
 ,10.2902,0.0101,0.1005,0.0108
b,10.3033,0.1034,0.1372,0.1152
e,10.6220,0.0847,0.0999,0.1014
t,10.6330,0.0999,0.1272,0.1085
e,11.2569,0.1080,0.1497,0.1065
r,11.3472,0.0893,0.1122,0.1204
 ,11.3567,0.0980,0.1994,0.1028
q,11.5177,0.0106,0.0996,0.0080
BACKSPACE,11.5393,0.0211,0.0527,0.0108
a,11.5881,0.0108,0.0981,0.0129
n,11.5986,0.1189,0.1087,0.0896
d,11.6413,0.0964,0.1224,0.1198
a,11.6553,0.0110,0.0995,0.0086
BACKSPACE,11.6808,0.0184,0.0494,0.0093
 ,11.7294,0.0112,0.1000,0.0091
o,12.2382,0.0113,0.1001,0.0121
BACKSPACE,12.2538,0.0222,0.0523,0.0104
l,12.3021,0.0089,0.0993,0.0088
a,12.8721,0.0930,0.1309,0.1117
y,13.4247,0.1149,0.1037,0.1014
j,13.4746,0.0102,0.1006,0.0127
BACKSPACE,13.4958,0.0210,0.0527,0.0077
 ,13.5428,0.0104,0.0977,0.0108
n,13.5567,0.0085,0.0996,0.0087
BACKSPACE,13.5825,0.0216,0.0501,0.0075
d,13.6328,0.0123,0.0975,0.0098
o,14.1247,0.1133,0.0930,0.0812
w,14.8311,0.0816,0.1255,0.1112
c,15.1865,0.0125,0.0972,0.0072
BACKSPACE,15.2072,0.0178,0.0504,0.0111
n,15.2587,0.0094,0.1000,0.0124
 ,15.4175,0.1143,0.1216,0.1055
i,15.7135,0.1076,0.1334,0.1092
n,16.9278,0.0969,0.1766,0.1016
 ,17.2940,0.0858,0.1431,0.0855
t,17.3040,0.1085,0.1490,0.1113
BACKSPACE,17.3119,0.0187,0.0517,0.0119
r,17.3160,0.0110,0.0993,0.0081
BACKSPACE,17.3457,0.0198,0.0519,0.0116
h,17.3930,0.0084,0.1001,0.0104
e,17.4227,0.1199,0.1729,0.0888
 ,18.4031,0.0813,0.0951,0.0980
b,18.7005,0.1000,0.1538,0.1009
a,19.2015,0.1081,0.1593,0.0947
y,19.2135,0.0074,0.1003,0.0086
BACKSPACE,19.2403,0.0223,0.0513,0.0127
t,19.2864,0.0097,0.0985,0.0085
h,19.2990,0.0889,0.0926,0.1118
 ,19.3065,0.0871,0.1338,0.0856
t,19.3175,0.0926,0.1860,0.0980
o,19.6231,0.1008,0.1236,0.1124
 ,20.0522,0.0882,0.1743,0.1128
a,20.6895,0.0117,0.1028,0.0087
BACKSPACE,20.7079,0.0224,0.0522,0.0117
