Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0090,0.0079,0.0192
I,0.0010,0.0787,0.1266,0.1154
SHIFT_UP,0.0171,0.0129,0.0105,0.0092
t,0.0818,0.0890,0.1657,0.1210
 ,0.2792,0.0854,0.1008,0.1206
w,0.6233,0.1021,0.1765,0.1051
a,0.7287,0.1041,0.1983,0.0899
s,0.7940,0.1179,0.1626,0.0864
 ,1.1856,0.0888,0.1109,0.1135
a,1.3093,0.1019,0.1853,0.0935
 ,1.7990,0.1064,0.1422,0.1135
b,2.1790,0.0959,0.1537,0.0961
n,2.4693,0.0096,0.1016,0.0078
BACKSPACE,2.4982,0.0183,0.0494,0.0106
r,2.5485,0.0092,0.0982,0.0072
i,2.6425,0.1105,0.1334,0.0974
g,3.2121,0.0852,0.1588,0.1015
BACKSPACE,3.2231,0.0194,0.0480,0.0100
h,3.8022,0.1032,0.1195,0.0926
t,3.8389,0.0986,0.1103,0.1189
 ,3.9103,0.1159,0.1354,0.0809
c,4.3707,0.1139,0.1622,0.0787
e,4.9034,0.0071,0.1022,0.0128
BACKSPACE,4.9192,0.0179,0.0474,0.0102
o,4.9678,0.0086,0.1014,0.0097
l,5.5146,0.0989,0.0998,0.0818
d,5.5256,0.1128,0.1229,0.0923
 ,5.9091,0.0856,0.1284,0.0972
d,6.0596,0.1019,0.1406,0.1173
a,6.2735,0.1135,0.1045,0.0942
y,6.5253,0.1175,0.1613,0.0936
 ,6.6874,0.1068,0.1151,0.1019
i,7.0117,0.1050,0.0957,0.1182
n,7.0235,0.1146,0.1531,0.1217
 ,7.0311,0.1088,0.1177,0.1037
SHIFT_DOWN,7.2334,0.0128,0.0072,0.0220
A,7.2338,0.1073,0.1700,0.1146
SHIFT_UP,7.2522,0.0127,0.0083,0.0120
p,7.5432,0.0837,0.1981,0.0913
r,7.6692,0.1010,0.1113,0.1006
i,8.2073,0.0913,0.0929,0.0974
l,8.4561,0.0886,0.1904,0.1016
",",8.5959,0.1167,0.1123,0.0959
 ,8.8338,0.1095,0.1554,0.0984
a,9.5113,0.1069,0.2005,0.0867
n,9.5274,0.0948,0.1555,0.0860
d,9.7927,0.1099,0.1459,0.1113
 ,9.7991,0.0826,0.1737,0.1124
t,10.1926,0.1190,0.1568,0.1047
s,10.4536,0.0076,0.0974,0.0076
BACKSPACE,10.4655,0.0179,0.0479,0.0083
h,10.5154,0.0084,0.1012,0.0109
e,10.6652,0.1069,0.1090,0.1143
 ,10.6770,0.0830,0.1723,0.0867
c,10.9363,0.0997,0.1758,0.0925
l,11.5132,0.1027,0.1904,0.1011
o,11.7700,0.0972,0.1768,0.0960
c,11.7828,0.0895,0.0962,0.0810
k,12.0725,0.0956,0.1191,0.1158
s,12.2252,0.0837,0.1397,0.0869
 ,12.6165,0.0929,0.1274,0.0992
w,13.2932,0.0875,0.1307,0.1158
a,13.6037,0.0117,0.0991,0.0084
BACKSPACE,13.6244,0.0180,0.0512,0.0083
e,13.6718,0.0086,0.0991,0.0121
r,13.8763,0.0945,0.1614,0.1027
e,14.1255,0.0963,0.1650,0.0980
 ,14.1337,0.1169,0.1789,0.1018
s,14.3587,0.1153,0.1764,0.1181
t,14.3640,0.1119,0.1524,0.1012
r,14.6786,0.0836,0.0897,0.1178
i,15.0996,0.1018,0.1246,0.1076
k,15.2469,0.0842,0.1376,0.0984
i,15.5554,0.0913,0.1682,0.0839
n,15.5680,0.1138,0.0918,0.0962
g,15.9403,0.1145,0.1721,0.0805
 ,16.2063,0.0976,0.0996,0.1041
t,16.6548,0.0945,0.2008,0.0864
h,16.8831,0.1150,0.0979,0.1010
i,17.1951,0.1166,0.1510,0.0846
BACKSPACE,17.2040,0.0179,0.0486,0.0101
r,17.5151,0.1163,0.1600,0.1187
t,17.5701,0.0882,0.1085,0.0965
e,17.8863,0.0962,0.1031,0.1015
e,17.8948,0.1056,0.1550,0.0901
n,18.1231,0.0965,0.1618,0.0908
.,18.5651,0.0979,0.1129,0.0830
 ,18.5783,0.1198,0.1667,0.1146
SHIFT_DOWN,19.0723,0.0104,0.0115,0.0184
W,19.0751,0.0947,0.1831,0.1037
SHIFT_UP,19.0930,0.0126,0.0102,0.0081
i,19.3021,0.1127,0.1579,0.1011
n,19.6177,0.0805,0.1447,0.1049
s,19.6321,0.1046,0.1467,0.0992
t,19.6809,0.0886,0.1881,0.0976
o,20.0694,0.0830,0.1825,0.0867
n,20.3835,0.1160,0.1665,0.1025
 ,20.6678,0.1108,0.1657,0.0806
SHIFT_DOWN,20.7063,0.0105,0.0128,0.0192
S,20.7054,0.1106,0.1035,0.1157
SHIFT_UP,20.7264,0.0126,0.0123,0.0078
m,20.9934,0.1061,0.1314,0.0848
i,21.2786,0.0853,0.1604,0.1031
t,21.2850,0.0866,0.1980,0.0800
h,21.5987,0.0806,0.1367,0.1097
",",22.2453,0.1211,0.1562,0.1101
 ,22.8355,0.0842,0.1520,0.0845
h,23.3385,0.0998,0.0920,0.0920
i,23.7504,0.0853,0.1047,0.1206
s,24.3158,0.1042,0.0928,0.1096
 ,24.3275,0.1023,0.1554,0.0960
c,24.6718,0.0865,0.0950,0.1070
h,25.1209,0.1036,0.1643,0.0963
i,25.1323,0.0954,0.1234,0.0999
n,25.5509,0.1106,0.1887,0.1083
 ,25.5616,0.1060,0.1002,0.0822
n,25.7280,0.1105,0.1722,0.1168
u,26.0462,0.1154,0.1170,0.0961
z,26.0590,0.1164,0.1541,0.1165
z,26.0694,0.1063,0.1166,0.0970
l,26.0744,0.0819,0.1639,0.0946
e,26.2750,0.1012,0.1008,0.1051
d,26.6025,0.0955,0.1034,0.0938
 ,26.9499,0.0818,0.1293,0.1083
i,27.2519,0.1058,0.1483,0.0983
n,27.3712,0.1152,0.0939,0.1080
t,27.8152,0.1178,0.1698,0.1094
o,27.8270,0.0963,0.1666,0.1077
 ,28.0775,0.1071,0.1916,0.1077
h,28.2084,0.1130,0.1570,0.1198
i,28.7977,0.1175,0.1272,0.0901
s,29.1520,0.1146,0.1046,0.1085
 ,29.3058,0.1027,0.1505,0.1128
b,29.4795,0.1014,0.1532,0.0993
r,30.2068,0.0933,0.1953,0.1070
e,30.3046,0.1102,0.1442,0.0859
a,30.3749,0.1003,0.1666,0.1187
s,30.3857,0.0889,0.1017,0.0990
t,30.8311,0.1114,0.1699,0.0998
 ,31.1768,0.1142,0.1920,0.0977
i,31.1907,0.1056,0.1396,0.0998
n,31.2729,0.0973,0.1469,0.1192
 ,31.7680,0.0815,0.1184,0.1164
a,31.7764,0.1161,0.1966,0.1072
n,31.8616,0.0931,0.1400,0.0813
 ,32.2911,0.1005,0.1672,0.1043
