Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0027,0.0071,0.0074,0.0198
k,0.0023,0.0107,0.1009,0.0123
BACKSPACE,0.0194,0.0200,0.0472,0.0104
O,0.0698,0.0122,0.0982,0.0082
SHIFT_UP,0.0936,0.0096,0.0088,0.0097
l,0.1398,0.1220,0.0971,0.0939
d,0.9655,0.0897,0.0943,0.1081
d,1.0549,0.0116,0.0981,0.0087
BACKSPACE,1.0845,0.0177,0.0470,0.0086
 ,1.1341,0.0073,0.1005,0.0090
SHIFT_DOWN,1.2346,0.0101,0.0112,0.0205
s,1.2348,0.0090,0.0979,0.0126
BACKSPACE,1.2519,0.0211,0.0508,0.0094
M,1.3008,0.0099,0.0994,0.0081
SHIFT_UP,1.3186,0.0077,0.0099,0.0077
a,1.5911,0.1173,0.0989,0.0842
j,1.8025,0.1172,0.1271,0.1128
o,1.9946,0.0849,0.1806,0.1114
r,2.1177,0.0887,0.0953,0.0960
 ,3.2678,0.0829,0.1426,0.1047
b,3.2744,0.0108,0.1029,0.0105
BACKSPACE,3.2982,0.0202,0.0486,0.0103
c,3.3472,0.0102,0.1021,0.0074
e,3.8494,0.0071,0.1027,0.0071
BACKSPACE,3.8741,0.0210,0.0525,0.0071
l,3.9263,0.0100,0.0988,0.0111
e,4.5561,0.1053,0.1905,0.0910
a,4.6741,0.1090,0.1503,0.1015
r,5.6562,0.0886,0.1357,0.1126
e,6.0292,0.1005,0.1873,0.0887
d,6.0345,0.1148,0.2001,0.1021
 ,6.4273,0.0844,0.1703,0.0970
h,6.7692,0.0940,0.1667,0.1030
i,6.8161,0.0971,0.1446,0.0973
s,6.8282,0.1089,0.1911,0.0981
 ,6.8341,0.0850,0.1842,0.0943
t,7.4370,0.1051,0.1117,0.1101
BACKSPACE,7.4473,0.0187,0.0490,0.0082
w,7.9144,0.0126,0.0994,0.0100
BACKSPACE,7.9260,0.0201,0.0503,0.0088
h,7.9774,0.0107,0.0990,0.0101
j,8.2939,0.0072,0.0986,0.0117
BACKSPACE,8.3084,0.0187,0.0481,0.0097
r,8.3586,0.0083,0.0974,0.0107
o,8.4251,0.1146,0.1403,0.0832
a,8.4328,0.1101,0.1373,0.1026
t,8.4510,0.0839,0.1525,0.0822
 ,8.4599,0.1027,0.1616,0.1012
a,8.8113,0.1169,0.1693,0.0937
n,9.2954,0.0891,0.1004,0.1004
d,9.6808,0.1137,0.0912,0.1163
 ,9.7171,0.0859,0.1732,0.1038
b,9.9540,0.0891,0.1265,0.1028
e,10.4063,0.0920,0.1153,0.0938
g,10.5471,0.1068,0.1331,0.0932
a,10.8447,0.1010,0.1295,0.0896
k,10.8589,0.0080,0.1016,0.0101
BACKSPACE,10.8728,0.0226,0.0494,0.0124
n,10.9245,0.0076,0.1004,0.0077
 ,10.9345,0.0995,0.1756,0.0815
t,10.9439,0.0996,0.1400,0.1045
o,11.0514,0.0909,0.1489,0.0843
 ,11.0617,0.0885,0.1624,0.1014
s,11.7445,0.0866,0.1992,0.1030
i,11.7606,0.1202,0.1315,0.0992
n,12.3758,0.1015,0.1788,0.1204
g,12.7129,0.1172,0.1930,0.1034
.,12.8049,0.0923,0.1309,0.1057
 ,12.8101,0.0971,0.1699,0.0969
SHIFT_DOWN,12.8221,0.0090,0.0095,0.0172
A,12.8213,0.1059,0.1051,0.1130
SHIFT_UP,12.8453,0.0100,0.0090,0.0074
s,13.0375,0.1184,0.1627,0.1142
 ,13.4357,0.0967,0.1818,0.1039
h,14.1979,0.0905,0.1190,0.1078
e,14.2088,0.0942,0.0970,0.1134
 ,14.4846,0.1072,0.1866,0.0908
h,15.0644,0.0865,0.1438,0.1112
a,15.0719,0.1036,0.1799,0.1146
d,15.6662,0.0839,0.0905,0.1037
 ,15.6763,0.0833,0.1732,0.0999
s,15.7782,0.0848,0.1823,0.1177
g,15.7848,0.0082,0.1000,0.0128
BACKSPACE,15.8057,0.0199,0.0481,0.0074
a,15.8570,0.0086,0.0980,0.0077
i,16.3064,0.0843,0.1089,0.1118
d,16.8975,0.0783,0.1142,0.1067
",",17.3029,0.1144,0.0963,0.0800
 ,17.4734,0.0891,0.1079,0.0927
h,17.4812,0.1033,0.1705,0.0850
i,17.5822,0.0882,0.1346,0.1082
s,18.2478,0.0810,0.1288,0.0869
 ,18.2594,0.1115,0.1065,0.1154
v,18.2717,0.0992,0.1939,0.0848
o,18.3393,0.0790,0.1453,0.0977
i,19.0537,0.1012,0.1998,0.0993
c,19.8804,0.0957,0.1825,0.0886
e,20.4279,0.0950,0.1098,0.0855
 ,20.6205,0.0957,0.1757,0.0814
w,20.7534,0.1005,0.1798,0.0952
a,20.7969,0.0907,0.0954,0.0850
s,21.1359,0.1165,0.1148,0.1083
 ,21.1455,0.0939,0.1089,0.0871
h,21.6945,0.1003,0.1518,0.1047
o,21.7504,0.0919,0.2011,0.0868
a,21.7630,0.1027,0.0980,0.0905
p,22.1589,0.0103,0.1026,0.0074
BACKSPACE,22.1820,0.0199,0.0475,0.0101
r,22.2295,0.0109,0.0988,0.0079
s,22.2419,0.0854,0.1372,0.1077
e,22.6769,0.1039,0.1080,0.1121
",",23.5110,0.0936,0.1703,0.0918
b,24.5699,0.0080,0.0990,0.0088
BACKSPACE,24.5929,0.0213,0.0511,0.0108
 ,24.6463,0.0104,0.0989,0.0116
b,24.7543,0.0903,0.1645,0.0824
u,24.7643,0.0837,0.1001,0.1009
t,25.7665,0.1125,0.1178,0.1036
 ,25.8641,0.0960,0.1251,0.0832
f,26.2380,0.0120,0.0991,0.0074
BACKSPACE,26.2590,0.0208,0.0503,0.0103
h,26.3051,0.0082,0.1023,0.0097
e,26.3177,0.0984,0.1406,0.1159
 ,26.3242,0.0955,0.1203,0.0941
m,26.8839,0.0119,0.1007,0.0120
BACKSPACE,26.9165,0.0183,0.0512,0.0091
s,26.9644,0.0118,0.0984,0.0109
a,27.1036,0.1118,0.1753,0.0948
n,27.1094,0.1044,0.1024,0.1040
g,27.1519,0.1219,0.1674,0.1192
 ,27.7105,0.1129,0.1678,0.0842
w,27.7301,0.0986,0.1093,0.1182
e,28.0891,0.1177,0.1517,0.1051
BACKSPACE,28.0994,0.0208,0.0506,0.0104
s,28.0979,0.0102,0.0991,0.0076
BACKSPACE,28.1245,0.0184,0.0519,0.0125
l,28.1752,0.0119,0.1014,0.0093
l,28.1959,0.1122,0.1488,0.1076
 ,28.2063,0.1001,0.0948,0.1136
e,28.7108,0.1138,0.1226,0.1039
n,28.9930,0.0828,0.1470,0.1069
o,29.1765,0.0984,0.1004,0.0820
u,29.1887,0.1051,0.1041,0.1162
g,30.3390,0.0981,0.1324,0.0829
h,30.6282,0.1007,0.1902,0.1181
",",31.0172,0.0936,0.1704,0.0830
 ,31.5613,0.1156,0.1408,0.1164
v,32.1596,0.0114,0.0977,0.0079
BACKSPACE,32.1816,0.0229,0.0512,0.0110
a,32.2322,0.0099,0.0983,0.0110
n,32.7425,0.1059,0.1189,0.1124
d,33.9190,0.1098,0.1958,0.0965
 ,33.9278,0.1045,0.1106,0.0984
i,34.2097,0.0865,0.1185,0.0810
t,34.5052,0.1064,0.1080,0.0838
 ,34.7942,0.1135,0.1299,0.1052
j,34.8018,0.0094,0.0989,0.0083
BACKSPACE,34.8334,0.0173,0.0517,0.0114
w,34.8829,0.0121,0.0988,0.0114
