Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0015,0.0076,0.0102,0.0191
I,0.0019,0.0989,0.1218,0.1192
SHIFT_UP,0.0190,0.0116,0.0108,0.0106
k,0.0076,0.0120,0.1018,0.0097
BACKSPACE,0.0371,0.0210,0.0522,0.0092
t,0.0875,0.0094,0.1019,0.0126
y,0.0977,0.0111,0.0985,0.0110
BACKSPACE,0.1234,0.0206,0.0490,0.0108
 ,0.1728,0.0076,0.0998,0.0074
w,0.1827,0.1153,0.1794,0.0976
a,0.3422,0.0953,0.1408,0.0888
s,1.2123,0.0854,0.1152,0.1115
e,1.4788,0.0100,0.1011,0.0106
BACKSPACE,1.4959,0.0173,0.0529,0.0080
 ,1.5474,0.0091,0.0993,0.0091
a,1.5523,0.0827,0.1290,0.1189
p,1.8264,0.0086,0.1010,0.0098
BACKSPACE,1.8441,0.0172,0.0500,0.0122
 ,1.8965,0.0110,0.1016,0.0120
b,1.9074,0.0887,0.1224,0.0863
r,2.4069,0.1202,0.1808,0.1143
i,3.5766,0.0872,0.1727,0.0864
g,3.6806,0.0845,0.1610,0.1188
h,3.6928,0.0904,0.1123,0.0916
t,4.5298,0.1198,0.1529,0.1172
 ,6.0053,0.0890,0.1208,0.0830
c,6.1798,0.0906,0.1787,0.1116
y,6.5674,0.0087,0.0984,0.0082
BACKSPACE,6.5801,0.0229,0.0519,0.0114
o,6.6327,0.0076,0.1019,0.0107
l,7.3548,0.1045,0.1088,0.1042
d,7.3655,0.0870,0.1674,0.1118
l,7.3747,0.0101,0.1019,0.0094
BACKSPACE,7.4015,0.0221,0.0511,0.0071
 ,7.4500,0.0086,0.1014,0.0122
d,7.4585,0.1008,0.1171,0.1147
a,7.4735,0.1194,0.2000,0.0897
u,8.5811,0.0077,0.1011,0.0076
BACKSPACE,8.5941,0.0188,0.0490,0.0096
y,8.6433,0.0089,0.1023,0.0076
 ,9.5359,0.0922,0.1967,0.0859
e,9.5472,0.0120,0.1010,0.0093
BACKSPACE,9.5614,0.0177,0.0515,0.0090
i,9.6084,0.0111,0.1012,0.0089
n,10.0851,0.1214,0.1172,0.0873
x,11.2658,0.0124,0.0989,0.0104
BACKSPACE,11.2769,0.0189,0.0497,0.0128
 ,11.3277,0.0085,0.1000,0.0123
SHIFT_DOWN,11.6336,0.0072,0.0104,0.0200
k,11.6318,0.0115,0.1017,0.0075
BACKSPACE,11.6580,0.0218,0.0521,0.0095
A,11.7084,0.0128,0.0988,0.0078
SHIFT_UP,11.7296,0.0078,0.0086,0.0101
g,11.7185,0.0128,0.1011,0.0089
BACKSPACE,11.7472,0.0205,0.0517,0.0079
p,11.7971,0.0119,0.1010,0.0076
u,11.8033,0.0093,0.0993,0.0080
BACKSPACE,11.8335,0.0204,0.0514,0.0072
r,11.8829,0.0126,0.1029,0.0087
i,11.8916,0.1138,0.1791,0.0818
l,12.2302,0.1006,0.1219,0.0939
y,12.2359,0.0086,0.1018,0.0112
BACKSPACE,12.2520,0.0212,0.0488,0.0111
",",12.2995,0.0115,0.0971,0.0075
 ,12.5118,0.0776,0.1195,0.1171
z,12.5408,0.0124,0.0998,0.0118
BACKSPACE,12.5590,0.0206,0.0510,0.0106
a,12.6064,0.0098,0.0997,0.0121
n,13.3969,0.1032,0.0884,0.1139
d,14.6640,0.0962,0.1385,0.1111
g,14.6732,0.0092,0.1021,0.0072
BACKSPACE,14.6917,0.0206,0.0508,0.0070
 ,14.7402,0.0114,0.1017,0.0096
i,14.7500,0.0099,0.0976,0.0129
BACKSPACE,14.7696,0.0217,0.0481,0.0117
t,14.8200,0.0078,0.0980,0.0085
h,14.8318,0.1054,0.1611,0.1208
e,14.9767,0.1147,0.0944,0.1028
 ,14.9846,0.1136,0.1670,0.1024
c,14.9969,0.1029,0.1540,0.0998
l,15.0858,0.0926,0.1834,0.0994
o,15.8683,0.0996,0.1419,0.0857
c,15.8813,0.1122,0.1972,0.0845
k,15.8891,0.1062,0.1313,0.0896
s,15.9001,0.1000,0.1196,0.1137
 ,15.9092,0.0922,0.1569,0.1017
w,15.9933,0.0904,0.1268,0.0956
o,17.1084,0.0113,0.1024,0.0076
BACKSPACE,17.1297,0.0184,0.0488,0.0094
e,17.1806,0.0110,0.1026,0.0112
r,17.1908,0.0933,0.1218,0.1039
e,17.6969,0.1111,0.0931,0.1023
t,18.2122,0.0081,0.1029,0.0112
BACKSPACE,18.2322,0.0210,0.0516,0.0090
 ,18.2797,0.0121,0.1021,0.0072
s,18.2940,0.1021,0.1672,0.1139
d,18.3017,0.0128,0.1021,0.0092
BACKSPACE,18.3209,0.0171,0.0511,0.0099
t,18.3679,0.0093,0.1027,0.0114
j,18.7280,0.0126,0.0981,0.0071
BACKSPACE,18.7571,0.0177,0.0511,0.0086
r,18.8037,0.0091,0.1009,0.0123
b,19.2106,0.0098,0.1013,0.0084
BACKSPACE,19.2278,0.0227,0.0477,0.0081
i,19.2789,0.0097,0.1012,0.0082
k,19.2988,0.1090,0.1507,0.1094
i,20.0942,0.1214,0.1272,0.1120
n,20.7542,0.1100,0.1066,0.0902
a,20.7649,0.0124,0.1022,0.0077
BACKSPACE,20.7943,0.0215,0.0524,0.0102
g,20.8434,0.0093,0.0980,0.0119
o,21.8337,0.0109,0.1010,0.0099
BACKSPACE,21.8468,0.0171,0.0524,0.0108
 ,21.8954,0.0126,0.0983,0.0124
t,21.9053,0.0880,0.1857,0.1168
h,22.0144,0.0925,0.1902,0.0845
i,23.6977,0.1019,0.2015,0.0876
v,24.8933,0.0087,0.1029,0.0072
BACKSPACE,24.9119,0.0191,0.0476,0.0102
r,24.9626,0.0112,0.1020,0.0100
t,25.5901,0.1161,0.1576,0.1029
l,26.0310,0.0073,0.0976,0.0106
BACKSPACE,26.0555,0.0199,0.0474,0.0123
e,26.1007,0.0128,0.0978,0.0073
e,26.4362,0.1131,0.1708,0.1189
v,26.4500,0.0102,0.1006,0.0094
BACKSPACE,26.4805,0.0207,0.0472,0.0103
n,26.5261,0.0089,0.1020,0.0128
.,27.2911,0.1181,0.1384,0.1155
i,27.2994,0.0079,0.1002,0.0104
BACKSPACE,27.3256,0.0204,0.0482,0.0080
 ,27.3755,0.0119,0.1000,0.0073
SHIFT_DOWN,28.1621,0.0128,0.0070,0.0223
g,28.1582,0.0070,0.0986,0.0082
BACKSPACE,28.1823,0.0204,0.0514,0.0076
W,28.2289,0.0121,0.1008,0.0076
SHIFT_UP,28.2490,0.0098,0.0117,0.0103
i,29.8672,0.1004,0.1027,0.1075
n,29.8751,0.1047,0.1855,0.1004
s,30.8955,0.0970,0.1124,0.1197
t,31.2466,0.1117,0.1514,0.0962
o,32.0258,0.1050,0.1172,0.1014
x,32.0367,0.0117,0.1002,0.0095
BACKSPACE,32.0588,0.0192,0.0489,0.0107
n,32.1128,0.0124,0.1026,0.0080
 ,32.4999,0.1101,0.1864,0.1092
SHIFT_DOWN,32.6723,0.0115,0.0101,0.0174
S,32.6724,0.1175,0.1932,0.1220
SHIFT_UP,32.6923,0.0122,0.0095,0.0079
m,32.6804,0.1123,0.1953,0.0990
i,33.2267,0.1187,0.1152,0.0847
x,34.6634,0.0078,0.1005,0.0105
BACKSPACE,34.6951,0.0199,0.0471,0.0128
t,34.7403,0.0119,0.0991,0.0080
h,34.9319,0.1151,0.1583,0.1052
",",34.9474,0.1030,0.1937,0.1192
j,34.9515,0.0072,0.0977,0.0079
BACKSPACE,34.9854,0.0218,0.0500,0.0092
 ,35.0306,0.0109,0.0994,0.0089
h,35.0402,0.1044,0.1489,0.1211
i,35.0527,0.1087,0.1076,0.1026
s,36.4858,0.1085,0.1415,0.1147
 ,36.4932,0.0829,0.1711,0.1017
c,37.6546,0.0846,0.1976,0.0940
z,37.9212,0.0124,0.0994,0.0082
BACKSPACE,37.9478,0.0224,0.0489,0.0123
h,37.9994,0.0113,0.1015,0.0101
i,38.0077,0.0872,0.1925,0.0900
n,39.0060,0.1058,0.1253,0.0947
c,39.0178,0.0083,0.0988,0.0088
BACKSPACE,39.0346,0.0189,0.0473,0.0103
 ,39.0864,0.0075,0.1004,0.0122
n,39.0951,0.1030,0.1935,0.1144
u,39.4587,0.0836,0.0926,0.0839
l,39.4698,0.0107,0.1000,0.0123
BACKSPACE,39.4830,0.0170,0.0520,0.0075
z,39.5309,0.0099,0.0981,0.0072
t,39.5413,0.0129,0.1029,0.0095
BACKSPACE,39.5494,0.0181,0.0515,0.0083
z,39.5996,0.0077,0.1011,0.0079
l,39.6092,0.1146,0.1023,0.0990
e,39.6200,0.1052,0.1129,0.1104
d,39.6343,0.1115,0.1736,0.0910
 ,39.7053,0.0889,0.1723,0.1008
i,39.7126,0.1065,0.1095,0.1184
n,40.2826,0.1019,0.1674,0.0854
e,40.2928,0.0101,0.0997,0.0077
BACKSPACE,40.3041,0.0207,0.0515,0.0101
t,40.3580,0.0105,0.0981,0.0098
o,41.1452,0.0835,0.1701,0.0925
 ,41.3849,0.1107,0.1074,0.1080
h,41.8665,0.1208,0.1025,0.0810
i,41.8784,0.1116,0.1654,0.0954
s,42.6088,0.1106,0.0985,0.1191
 ,42.6218,0.0898,0.1095,0.1203
c,42.6909,0.0080,0.1019,0.0107
BACKSPACE,42.7238,0.0197,0.0517,0.0077
b,42.7730,0.0078,0.1003,0.0088
t,43.0378,0.0094,0.1026,0.0128
BACKSPACE,43.0536,0.0211,0.0511,0.0124
r,43.1037,0.0105,0.1001,0.0095
o,43.1095,0.0093,0.0997,0.0092
BACKSPACE,43.1327,0.0172,0.0517,0.0072
e,43.1824,0.0084,0.1016,0.0117
a,44.8311,0.1033,0.1967,0.0864
q,45.3538,0.0090,0.1003,0.0119
BACKSPACE,45.3784,0.0181,0.0515,0.0123
s,45.4269,0.0077,0.1025,0.0094
t,45.4400,0.1108,0.0913,0.1024
k,46.7596,0.0102,0.0974,0.0106
BACKSPACE,46.7829,0.0186,0.0502,0.0085
 ,46.8330,0.0125,0.1011,0.0115
i,46.8431,0.1128,0.1668,0.0966
n,46.8543,0.1159,0.0953,0.0879
 ,46.8669,0.1090,0.1517,0.1095
t,46.8768,0.0113,0.0997,0.0112
BACKSPACE,46.8973,0.0178,0.0484,0.0101
a,46.9480,0.0097,0.1020,0.0124
n,47.8272,0.1202,0.1620,0.1004
 ,48.7015,0.0844,0.1261,0.1083
e,48.7103,0.0903,0.1669,0.1109
w,48.7188,0.0115,0.0976,0.0124
BACKSPACE,48.7325,0.0211,0.0505,0.0112
f,48.7831,0.0082,0.1017,0.0103
q,49.0845,0.0106,0.1002,0.0073
BACKSPACE,49.1098,0.0221,0.0502,0.0089
f,49.1616,0.0110,0.0988,0.0085
o,49.1714,0.0917,0.1001,0.1131
r,49.1790,0.1162,0.1232,0.1079
n,50.2965,0.0121,0.1007,0.0080
BACKSPACE,50.3113,0.0226,0.0507,0.0112
t,50.3584,0.0126,0.1021,0.0072
i,50.3723,0.0123,0.0971,0.0103
BACKSPACE,50.3993,0.0220,0.0517,0.0074
 ,50.4498,0.0082,0.0972,0.0114
t,51.1740,0.0883,0.0952,0.1041
BACKSPACE,51.1846,0.0218,0.0508,0.0092
t,51.4999,0.0123,0.1015,0.0112
BACKSPACE,51.5129,0.0218,0.0522,0.0095
o,51.5622,0.0080,0.1008,0.0082
 ,51.9988,0.0803,0.1870,0.0951
p,52.0078,0.0115,0.1021,0.0101
BACKSPACE,52.0221,0.0183,0.0484,0.0073
e,52.0755,0.0097,0.1018,0.0070
s,52.9079,0.1117,0.1669,0.1167
c,53.8850,0.1106,0.1173,0.0989
p,54.0934,0.0878,0.1324,0.1033
e,55.3911,0.1143,0.1968,0.1189
 ,55.3966,0.0868,0.1484,0.1083
t,56.0807,0.1098,0.1047,0.0809
e,56.0912,0.0117,0.0971,0.0118
BACKSPACE,56.1117,0.0208,0.0472,0.0080
h,56.1602,0.0103,0.1024,0.0079
e,56.1679,0.0959,0.1023,0.1068
 ,56.1828,0.1038,0.1067,0.1121
v,56.7614,0.0823,0.1376,0.1011
i,57.1495,0.1174,0.1345,0.1192
l,58.3584,0.0900,0.1517,0.1157
e,58.5382,0.0992,0.0990,0.1112
 ,58.8927,0.0862,0.0936,0.1105
n,58.9058,0.0072,0.0988,0.0086
BACKSPACE,58.9325,0.0175,0.0507,0.0072
w,58.9841,0.0120,0.0990,0.0129
i,59.2976,0.1064,0.1973,0.1115
d,60.7633,0.0087,0.1023,0.0074
BACKSPACE,60.7754,0.0175,0.0512,0.0122
n,60.8238,0.0073,0.1012,0.0105
d,60.8381,0.0831,0.0996,0.0944
e,61.3654,0.0105,0.0979,0.0122
BACKSPACE,61.3945,0.0191,0.0527,0.0109
",",61.4481,0.0119,0.0981,0.0127
 ,61.4582,0.1228,0.1070,0.1131
u,61.5918,0.0129,0.0993,0.0106
BACKSPACE,61.6132,0.0182,0.0484,0.0126
s,61.6627,0.0126,0.1007,0.0126
l,61.6695,0.0884,0.1299,0.1070
i,62.2887,0.0881,0.1287,0.0827
p,62.3002,0.0934,0.1464,0.0992
m,62.4683,0.0105,0.1025,0.0103
BACKSPACE,62.4879,0.0216,0.0483,0.0115
