Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0017,0.0103,0.0128,0.0224
O,0.0010,0.0981,0.1013,0.1175
SHIFT_UP,0.0173,0.0100,0.0072,0.0127
l,0.1507,0.0941,0.1230,0.0828
d,0.3755,0.0891,0.1986,0.0941
 ,0.5784,0.1156,0.1726,0.1129
SHIFT_DOWN,1.1964,0.0092,0.0087,0.0195
M,1.1986,0.0898,0.1603,0.0819
SHIFT_UP,1.2188,0.0106,0.0095,0.0097
u,1.3714,0.0071,0.1002,0.0125
BACKSPACE,1.3952,0.0210,0.0480,0.0125
a,1.4426,0.0123,0.0981,0.0081
j,1.9609,0.0897,0.1461,0.0988
o,2.1264,0.0921,0.0934,0.0967
r,2.1347,0.0918,0.1093,0.0918
 ,2.2444,0.1051,0.1104,0.1021
BACKSPACE,2.2507,0.0206,0.0490,0.0103
c,2.4109,0.1029,0.1538,0.1192
l,2.4187,0.0880,0.1587,0.1040
e,3.0281,0.1157,0.1716,0.0979
a,3.3063,0.0929,0.0948,0.1135
r,3.5243,0.1172,0.1662,0.1019
e,3.7096,0.1143,0.0912,0.0881
d,4.2284,0.1005,0.1162,0.1006
 ,4.2363,0.0851,0.1823,0.1105
l,4.4466,0.0115,0.1000,0.0083
BACKSPACE,4.4620,0.0226,0.0505,0.0077
h,4.5080,0.0110,0.1018,0.0085
i,4.8830,0.0930,0.1652,0.0909
s,4.9815,0.0818,0.1740,0.0971
 ,5.0171,0.0905,0.0954,0.0956
t,5.0286,0.1000,0.1471,0.1095
h,5.5633,0.0829,0.0986,0.0886
r,6.6159,0.1154,0.1818,0.0944
o,7.0458,0.0831,0.1952,0.0838
a,7.0585,0.1069,0.1594,0.1120
t,7.2230,0.0855,0.1327,0.1086
 ,7.4663,0.0825,0.1102,0.0943
a,7.6983,0.1092,0.1836,0.1144
n,7.7099,0.1163,0.1696,0.0861
d,7.7793,0.1143,0.1814,0.1160
 ,8.4117,0.0812,0.1177,0.0817
b,8.6465,0.0870,0.1953,0.0855
e,8.9170,0.1095,0.1001,0.1185
g,9.5540,0.1144,0.1837,0.0997
a,9.6052,0.0803,0.1028,0.0933
n,9.7407,0.0902,0.1470,0.1158
 ,10.2089,0.0922,0.1556,0.0920
t,10.5318,0.0865,0.1058,0.1138
o,10.8927,0.1064,0.1459,0.1169
 ,11.1558,0.0980,0.1333,0.1162
s,11.2104,0.1187,0.1274,0.0940
i,11.5519,0.0868,0.1077,0.0842
n,11.7258,0.0957,0.1089,0.0959
g,12.1073,0.0882,0.1397,0.0933
.,12.3767,0.0908,0.1008,0.0925
 ,13.0239,0.1050,0.1717,0.1034
SHIFT_DOWN,13.5999,0.0122,0.0080,0.0180
A,13.5983,0.1008,0.1798,0.1019
SHIFT_UP,13.6207,0.0108,0.0091,0.0125
s,13.6122,0.1010,0.1667,0.1060
 ,14.4613,0.0917,0.1964,0.0909
h,14.6981,0.1044,0.1724,0.0833
e,15.1882,0.0882,0.1644,0.1179
 ,15.3029,0.0997,0.1341,0.0948
h,15.4432,0.1119,0.1626,0.0956
a,15.6104,0.1112,0.0968,0.0987
d,16.0792,0.0897,0.1102,0.0899
 ,16.0879,0.0998,0.1343,0.0819
s,16.8091,0.0921,0.1248,0.0902
a,16.9023,0.1203,0.0927,0.1062
i,17.5132,0.0824,0.1269,0.0855
d,17.5223,0.0848,0.1735,0.0874
",",17.7210,0.0871,0.1082,0.0957
 ,17.9325,0.1148,0.1713,0.0912
h,18.1242,0.1165,0.1398,0.0978
i,18.1329,0.0899,0.1085,0.0982
s,18.6221,0.1112,0.1861,0.1194
 ,19.0928,0.1136,0.0935,0.1015
v,19.7751,0.0912,0.1057,0.1072
o,19.9710,0.1097,0.1306,0.1057
i,20.3206,0.0890,0.1796,0.1183
c,20.7725,0.0831,0.1608,0.1180
e,21.0793,0.0962,0.1434,0.0841
 ,21.7167,0.1184,0.1246,0.0947
w,22.1513,0.0953,0.1273,0.1192
a,22.3757,0.0999,0.1445,0.1168
s,22.6550,0.0850,0.1951,0.0822
 ,23.0942,0.0842,0.1843,0.1071
h,23.2740,0.0853,0.1190,0.1180
b,23.5096,0.0121,0.0980,0.0100
BACKSPACE,23.5390,0.0213,0.0474,0.0095
o,23.5862,0.0119,0.0970,0.0073
a,24.0608,0.1183,0.1116,0.1133
r,24.0768,0.1092,0.1227,0.1100
s,24.4263,0.0846,0.1158,0.0962
e,24.4620,0.1142,0.0953,0.1192
",",24.8648,0.1038,0.0901,0.1050
 ,24.9686,0.1142,0.1341,0.0974
b,25.4564,0.1024,0.1431,0.1172
u,25.4663,0.0885,0.1425,0.0846
t,25.4764,0.0886,0.1726,0.1072
 ,25.8948,0.1087,0.1353,0.1018
h,25.9030,0.0895,0.1065,0.0839
e,25.9125,0.1214,0.1769,0.0915
 ,25.9248,0.1151,0.1751,0.1144
s,26.2426,0.1208,0.1227,0.0786
a,26.5108,0.0990,0.1028,0.0933
n,26.8557,0.0898,0.1182,0.0857
g,26.9484,0.1167,0.1684,0.1065
 ,27.0538,0.1015,0.1979,0.0933
w,27.4700,0.1004,0.1862,0.0917
e,27.7584,0.0941,0.1286,0.1090
l,27.7687,0.1217,0.1977,0.0868
l,27.9533,0.1147,0.1556,0.1156
 ,27.9622,0.1044,0.1060,0.0942
e,28.0034,0.0942,0.1691,0.1162
n,28.6656,0.1105,0.0941,0.0957
o,29.2714,0.0983,0.1961,0.1073
u,29.7856,0.0807,0.0982,0.0887
g,29.9806,0.0925,0.1377,0.0956
h,30.5383,0.1096,0.1157,0.1212
",",30.8870,0.0946,0.1094,0.1072
 ,30.8984,0.1090,0.1896,0.1212
c,31.4933,0.0098,0.0999,0.0084
BACKSPACE,31.5096,0.0194,0.0506,0.0117
a,31.5619,0.0087,0.1018,0.0111
