Key,Timestamp (s),Key_Down_Time,Key_Hold_Time,Key_Up_Time
SHIFT_DOWN,0.0010,0.0114,0.0095,0.0220
O,0.0010,0.0857,0.2012,0.1063
SHIFT_UP,0.0222,0.0093,0.0119,0.0094
l,0.4189,0.1039,0.1148,0.1164
d,0.4299,0.1057,0.1681,0.1161
v,0.4406,0.0106,0.0985,0.0111
BACKSPACE,0.4677,0.0212,0.0519,0.0117
 ,0.5188,0.0124,0.0997,0.0127
SHIFT_DOWN,0.7268,0.0096,0.0085,0.0175
M,0.7282,0.0991,0.1895,0.0886
SHIFT_UP,0.7502,0.0106,0.0116,0.0121
a,0.8556,0.0935,0.1815,0.1134
y,1.2286,0.0126,0.0977,0.0082
BACKSPACE,1.2426,0.0175,0.0475,0.0075
j,1.2963,0.0124,0.0977,0.0072
o,1.7243,0.0953,0.0957,0.0974
r,2.5356,0.1013,0.1597,0.0879
 ,2.5432,0.0975,0.1699,0.0898
c,4.3029,0.0924,0.1403,0.1148
r,5.5220,0.0093,0.1000,0.0124
BACKSPACE,5.5434,0.0192,0.0497,0.0117
e,5.5900,0.0070,0.0983,0.0093
p,5.6010,0.0082,0.0985,0.0109
BACKSPACE,5.6184,0.0221,0.0498,0.0128
a,5.6693,0.0082,0.0988,0.0122
r,5.9029,0.0985,0.1078,0.0810
f,6.5856,0.0117,0.0986,0.0086
BACKSPACE,6.5958,0.0192,0.0515,0.0103
e,6.6509,0.0120,0.0984,0.0106
d,7.4838,0.0919,0.1008,0.0902
p,7.7082,0.0089,0.0979,0.0110
BACKSPACE,7.7303,0.0206,0.0516,0.0091
 ,7.7789,0.0085,0.0998,0.0124
h,7.7851,0.1179,0.0989,0.0951
i,7.7985,0.1158,0.0992,0.1168
s,7.8093,0.1076,0.1137,0.1118
r,8.5167,0.0111,0.0998,0.0127
BACKSPACE,8.5480,0.0214,0.0485,0.0096
 ,8.6008,0.0095,0.1011,0.0115
t,8.9589,0.0839,0.1373,0.1191
h,10.0645,0.1107,0.1595,0.0972
r,10.0705,0.1154,0.1775,0.1013
w,10.0829,0.0117,0.1010,0.0099
